company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,total_pax_booked,departure_delay_minutes,load_factor
UA,1899,2025-08-02,ORD,YYC,2025-08-02 20:01:00+00:00,2025-08-02T22:53:00Z,2025-08-02 20:07:00+00:00,2025-08-02T22:41:00Z,126,A319-100,Mainline,106,92,52,118,6.0,0.9365079365079365
OO,5395,2025-08-06,ORD,GSO,2025-08-06 13:44:00+00:00,2025-08-06T16:51:00Z,2025-08-06 13:56:00+00:00,2025-08-06T16:52:00Z,70,ERJ-175,Express,58,97,34,61,12.0,0.8714285714285714
YX,3663,2025-08-10,ORD,BGR,2025-08-10 18:10:00+00:00,2025-08-10T21:59:00Z,2025-08-10 18:11:00+00:00,2025-08-10T21:55:00Z,76,ERJ-175,Express,74,87,34,31,1.0,0.40789473684210525
YX,3535,2025-08-11,ORD,MSN,2025-08-11 12:45:00+00:00,2025-08-11T13:54:00Z,2025-08-11 12:42:00+00:00,2025-08-11T13:50:00Z,76,ERJ-175,Express,47,78,34,64,-3.0,0.8421052631578947
UA,1335,2025-08-05,ORD,BUF,2025-08-05 18:20:00+00:00,2025-08-05T21:01:00Z,2025-08-05 18:18:00+00:00,2025-08-05T21:04:00Z,179,B737-900,Mainline,70,80,56,140,-2.0,0.7821229050279329
UA,1398,2025-08-10,ORD,ATL,2025-08-10 18:20:00+00:00,2025-08-10T21:29:00Z,2025-08-10 18:41:00+00:00,2025-08-10T22:00:00Z,166,B737-800,Mainline,84,70,51,155,21.0,0.9337349397590361
UA,1620,2025-08-09,ORD,SEA,2025-08-09 08:50:00+00:00,2025-08-09T11:37:00Z,2025-08-09 08:55:00+00:00,2025-08-09T11:59:00Z,200,A321-2NX,Mainline,150,168,68,199,5.0,0.995
YX,3716,2025-08-14,ORD,CMH,2025-08-14 18:17:00+00:00,2025-08-14T20:54:00Z,2025-08-14 18:20:00+00:00,2025-08-14T20:37:00Z,76,ERJ-175,Express,47,56,34,76,3.0,1.0
UA,2100,2025-08-04,ORD,SLC,2025-08-04 13:11:00+00:00,2025-08-04T15:40:00Z,2025-08-04 13:54:00+00:00,2025-08-04T16:14:00Z,166,B737-800,Mainline,8,54,51,158,43.0,0.9518072289156626
UA,533,2025-08-14,ORD,OMA,2025-08-14 20:13:00+00:00,2025-08-14T21:52:00Z,2025-08-14 21:03:00+00:00,2025-08-14T22:34:00Z,150,A320-200,Mainline,78,129,46,130,50.0,0.8666666666666667
G7,4552,2025-08-14,ORD,DAY,2025-08-14 21:30:00+00:00,2025-08-14T23:58:00Z,2025-08-14 21:25:00+00:00,2025-08-14T23:32:00Z,50,CRJ-550,Express,65,64,29,49,-5.0,0.98
UA,2172,2025-08-15,ORD,FAI,2025-08-15 16:05:00+00:00,2025-08-15T19:40:00Z,2025-08-15 16:41:00+00:00,2025-08-15T20:10:00Z,166,B737-MAX8,Mainline,77,128,51,134,36.0,0.8072289156626506
UA,482,2025-08-07,ORD,CHS,2025-08-07 07:00:00+00:00,2025-08-07T10:23:00Z,2025-08-07 07:03:00+00:00,2025-08-07T10:23:00Z,166,B737-MAX8,Mainline,63,54,57,152,3.0,0.9156626506024096
UA,534,2025-08-05,ORD,EWR,2025-08-05 17:55:00+00:00,2025-08-05T21:28:00Z,2025-08-05 17:52:00+00:00,2025-08-05T21:07:00Z,200,A321-2NX,Mainline,76,94,62,187,-3.0,0.935
UA,617,2025-08-11,ORD,CLT,2025-08-11 18:35:00+00:00,2025-08-11T21:45:00Z,2025-08-11 18:35:00+00:00,2025-08-11T22:13:00Z,166,B737-MAX8,Mainline,85,92,51,158,0.0,0.9518072289156626
YX,3525,2025-08-01,ORD,YYZ,2025-08-01 16:43:00+00:00,2025-08-01T19:37:00Z,2025-08-01 17:50:00+00:00,2025-08-01T20:13:00Z,76,ERJ-175,Express,53,77,42,76,67.0,1.0
UA,1414,2025-08-12,ORD,BOI,2025-08-12 08:45:00+00:00,2025-08-12T11:43:00Z,2025-08-12 08:48:00+00:00,2025-08-12T11:24:00Z,150,A320-200,Mainline,57,82,46,134,3.0,0.8933333333333333
OO,4792,2025-08-05,ORD,ROA,2025-08-05 17:57:00+00:00,2025-08-05T21:04:00Z,2025-08-05 17:59:00+00:00,2025-08-05T21:24:00Z,76,ERJ-175,Express,67,81,34,74,2.0,0.9736842105263158
G7,4574,2025-08-05,ORD,YOW,2025-08-05 10:56:00+00:00,2025-08-05T14:04:00Z,2025-08-05 10:58:00+00:00,2025-08-05T14:03:00Z,50,CRJ-550,Express,70,71,37,43,2.0,0.86
YX,3468,2025-08-02,ORD,BGR,2025-08-02 11:45:00+00:00,2025-08-02T15:34:00Z,2025-08-02 11:52:00+00:00,2025-08-02T15:18:00Z,76,ERJ-175,Express,47,81,34,76,7.0,1.0
UA,1082,2025-08-06,ORD,PIT,2025-08-06 14:12:00+00:00,2025-08-06T16:53:00Z,2025-08-06 14:06:00+00:00,2025-08-06T16:38:00Z,150,A320-200,Mainline,58,76,46,123,-6.0,0.82
UA,561,2025-08-05,ORD,MCI,2025-08-05 12:45:00+00:00,2025-08-05T14:22:00Z,2025-08-05 12:40:00+00:00,2025-08-05T14:20:00Z,179,B737-900,Mainline,67,70,56,161,-5.0,0.8994413407821229
G7,4501,2025-08-11,ORD,AVP,2025-08-11 13:55:00+00:00,2025-08-11T16:55:00Z,2025-08-11 13:51:00+00:00,2025-08-11T16:36:00Z,50,CRJ-550,Express,119,139,33,48,-4.0,0.96
UA,2628,2025-08-03,ORD,BNA,2025-08-03 21:30:00+00:00,2025-08-03T23:20:00Z,2025-08-03 21:36:00+00:00,2025-08-03T23:58:00Z,126,B737-700,Mainline,74,75,43,121,6.0,0.9603174603174603
OO,5577,2025-08-05,ORD,JAX,2025-08-05 07:00:00+00:00,2025-08-05T10:39:00Z,2025-08-05 09:59:00+00:00,2025-08-05T13:48:00Z,76,ERJ-175,Express,45,252,34,72,179.0,0.9473684210526315
OO,5472,2025-08-09,ORD,MDT,2025-08-09 07:15:00+00:00,2025-08-09T10:14:00Z,2025-08-09 08:14:00+00:00,2025-08-09T11:14:00Z,50,CRJ-550,Express,-31,36,29,46,59.0,0.92
UA,1584,2025-08-13,ORD,LAX,2025-08-13 10:50:00+00:00,2025-08-13T13:23:00Z,2025-08-13 10:46:00+00:00,2025-08-13T13:08:00Z,200,A321-2NX,Mainline,332,343,68,199,-4.0,0.995
OO,5398,2025-08-13,ORD,IND,2025-08-13 10:55:00+00:00,2025-08-13T13:07:00Z,2025-08-13 10:54:00+00:00,2025-08-13T13:02:00Z,76,ERJ-175,Express,80,83,34,72,-1.0,0.9473684210526315
YX,3551,2025-08-14,ORD,SDF,2025-08-14 19:40:00+00:00,2025-08-14T22:14:00Z,2025-08-14 19:38:00+00:00,2025-08-14T21:50:00Z,76,ERJ-175,Express,146,156,70,48,-2.0,0.631578947368421
UA,1775,2025-08-09,ORD,FLL,2025-08-09 10:45:00+00:00,2025-08-09T15:03:00Z,2025-08-09 11:04:00+00:00,2025-08-09T15:28:00Z,179,B737-900,Mainline,67,54,56,170,19.0,0.9497206703910615
OO,5383,2025-08-02,ORD,TVC,2025-08-02 13:55:00+00:00,2025-08-02T16:12:00Z,2025-08-02 15:08:00+00:00,2025-08-02T17:36:00Z,50,CRJ-550,Express,40,40,29,49,73.0,0.98
G7,4431,2025-08-06,ORD,MSN,2025-08-06 15:40:00+00:00,2025-08-06T16:45:00Z,2025-08-06 15:31:00+00:00,2025-08-06T16:35:00Z,50,CRJ-550,Express,160,136,29,48,-9.0,0.96
OO,5712,2025-08-14,ORD,GSP,2025-08-14 13:55:00+00:00,2025-08-14T16:54:00Z,2025-08-14 13:57:00+00:00,2025-08-14T17:02:00Z,76,ERJ-175,Express,50,46,34,76,2.0,1.0
OO,5131,2025-08-08,ORD,CMX,2025-08-08 16:15:00+00:00,2025-08-08T18:52:00Z,2025-08-08 16:10:00+00:00,2025-08-08T18:40:00Z,50,CRJ-200,Express,55,63,29,50,-5.0,1.0
UA,466,2025-08-12,ORD,DCA,2025-08-12 10:00:00+00:00,2025-08-12T12:58:00Z,2025-08-12 09:59:00+00:00,2025-08-12T12:51:00Z,126,A319-100,Mainline,677,695,43,82,-1.0,0.6507936507936508
OO,5568,2025-08-12,ORD,MLI,2025-08-12 09:07:00+00:00,2025-08-12T10:22:00Z,2025-08-12 09:00:00+00:00,2025-08-12T10:21:00Z,50,CRJ-200,Express,777,756,29,25,-7.0,0.5
OO,5352,2025-08-01,ORD,CAK,2025-08-01 18:05:00+00:00,2025-08-01T20:49:00Z,2025-08-01 18:11:00+00:00,2025-08-01T20:51:00Z,50,CRJ-200,Express,75,66,29,46,6.0,0.92
OO,5874,2025-08-07,ORD,PIA,2025-08-07 15:35:00+00:00,2025-08-07T16:43:00Z,2025-08-07 16:49:00+00:00,2025-08-07T18:10:00Z,50,CRJ-200,Express,66,56,29,42,74.0,0.84
UA,1710,2025-08-08,ORD,SMF,2025-08-08 19:59:00+00:00,2025-08-08T22:32:00Z,2025-08-08 20:00:00+00:00,2025-08-08T22:39:00Z,166,B737-800,Mainline,104,105,60,151,1.0,0.9096385542168675
UA,1069,2025-08-14,ORD,DCA,2025-08-14 19:40:00+00:00,2025-08-14T22:42:00Z,2025-08-14 20:32:00+00:00,2025-08-14T23:42:00Z,126,A319-100,Mainline,65,116,43,119,52.0,0.9444444444444444
UA,2177,2025-08-14,ORD,MSN,2025-08-14 14:00:00+00:00,2025-08-14T15:03:00Z,2025-08-14 14:09:00+00:00,2025-08-14T15:10:00Z,126,A319-100,Mainline,45,56,43,118,9.0,0.9365079365079365
YX,3707,2025-08-11,ORD,IND,2025-08-11 19:45:00+00:00,2025-08-11T22:00:00Z,2025-08-11 19:48:00+00:00,2025-08-11T23:11:00Z,76,ERJ-175,Express,52,33,39,67,3.0,0.881578947368421
UA,1775,2025-08-05,ORD,FLL,2025-08-05 10:45:00+00:00,2025-08-05T15:03:00Z,2025-08-05 10:41:00+00:00,2025-08-05T15:20:00Z,179,B737-MAX9,Mainline,89,84,62,173,-4.0,0.9664804469273743
OO,5272,2025-08-13,ORD,MSN,2025-08-13 10:35:00+00:00,2025-08-13T11:43:00Z,2025-08-13 12:38:00+00:00,2025-08-13T13:49:00Z,50,CRJ-550,Express,-83,39,29,39,123.0,0.78
UA,468,2025-08-03,ORD,IAH,2025-08-03 06:00:00+00:00,2025-08-03T08:50:00Z,2025-08-03 05:58:00+00:00,2025-08-03T08:25:00Z,179,B737-900,Mainline,383,406,56,179,-2.0,1.0
UA,1030,2025-08-10,ORD,ABQ,2025-08-10 19:35:00+00:00,2025-08-10T21:50:00Z,2025-08-10 20:33:00+00:00,2025-08-10T23:04:00Z,126,A319-100,Mainline,74,83,43,118,58.0,0.9365079365079365
UA,1413,2025-08-07,ORD,LGA,2025-08-07 08:55:00+00:00,2025-08-07T12:15:00Z,2025-08-07 08:54:00+00:00,2025-08-07T11:59:00Z,166,B737-800,Mainline,76,97,51,166,-1.0,1.0
UA,2040,2025-08-13,ORD,DEN,2025-08-13 20:10:00+00:00,2025-08-13T22:00:00Z,2025-08-13 20:09:00+00:00,2025-08-13T21:35:00Z,179,B737-900,Mainline,95,73,56,177,-1.0,0.9888268156424581
UA,275,2025-08-05,ORD,RAP,2025-08-05 08:45:00+00:00,2025-08-05T10:20:00Z,2025-08-05 08:41:00+00:00,2025-08-05T10:02:00Z,150,A320-200,Mainline,64,76,46,139,-4.0,0.9266666666666666
OO,5392,2025-08-09,ORD,OKC,2025-08-09 19:36:00+00:00,2025-08-09T22:03:00Z,2025-08-09 19:37:00+00:00,2025-08-09T21:48:00Z,76,ERJ-175,Express,61,88,34,62,1.0,0.8157894736842105
UA,466,2025-08-04,ORD,DCA,2025-08-04 10:00:00+00:00,2025-08-04T12:58:00Z,2025-08-04 09:53:00+00:00,2025-08-04T12:41:00Z,126,A319-100,Mainline,677,632,43,116,-7.0,0.9206349206349206
UA,2195,2025-08-11,ORD,BDL,2025-08-11 11:06:00+00:00,2025-08-11T14:24:00Z,2025-08-11 11:11:00+00:00,2025-08-11T14:25:00Z,166,B737-800,Mainline,81,110,51,156,5.0,0.9397590361445783
UA,2465,2025-08-03,ORD,ORF,2025-08-03 11:55:00+00:00,2025-08-03T15:14:00Z,2025-08-03 11:49:00+00:00,2025-08-03T15:01:00Z,166,B737-MAX8,Mainline,68,79,51,163,-6.0,0.9819277108433735
UA,2394,2025-08-06,ORD,DEN,2025-08-06 18:35:00+00:00,2025-08-06T20:36:00Z,2025-08-06 20:33:00+00:00,2025-08-06T23:06:00Z,234,B757-300,Mainline,358,466,66,224,118.0,0.9572649572649573
UA,482,2025-08-14,ORD,CHS,2025-08-14 07:00:00+00:00,2025-08-14T10:23:00Z,2025-08-14 06:53:00+00:00,2025-08-14T09:59:00Z,166,B737-MAX8,Mainline,63,93,57,163,-7.0,0.9819277108433735
UA,1269,2025-08-14,ORD,CLE,2025-08-14 18:00:00+00:00,2025-08-14T20:28:00Z,2025-08-14 17:56:00+00:00,2025-08-14T20:06:00Z,126,B737-700,Mainline,69,84,43,125,-4.0,0.9920634920634921
OO,5977,2025-08-04,ORD,ICT,2025-08-04 12:45:00+00:00,2025-08-04T14:48:00Z,2025-08-04 12:43:00+00:00,2025-08-04T14:31:00Z,76,ERJ-175,Express,47,66,34,70,-2.0,0.9210526315789473
UA,970,2025-08-14,ORD,FCO,2025-08-14 15:50:00+00:00,2025-08-15T07:55:00Z,2025-08-14 16:14:00+00:00,2025-08-15T08:12:00Z,318,B787-10,Mainline,160,178,155,231,24.0,0.7264150943396226
UA,580,2025-08-09,ORD,PDX,2025-08-09 16:13:00+00:00,2025-08-09T18:45:00Z,2025-08-09 18:25:00+00:00,2025-08-09T20:42:00Z,179,B737-900,Mainline,78,70,56,178,132.0,0.994413407821229
UA,2144,2025-08-09,ORD,YYZ,2025-08-09 13:01:00+00:00,2025-08-09T15:46:00Z,2025-08-09 12:59:00+00:00,2025-08-09T15:42:00Z,126,A319-100,Mainline,72,91,52,120,-2.0,0.9523809523809523
YX,3663,2025-08-01,ORD,BGR,2025-08-01 18:17:00+00:00,2025-08-01T22:14:00Z,2025-08-01 20:00:00+00:00,2025-08-01T23:15:00Z,70,ERJ-170,Express,87,59,34,70,103.0,1.0
G7,4390,2025-08-03,ORD,CHA,2025-08-03 14:09:00+00:00,2025-08-03T16:55:00Z,2025-08-03 14:05:00+00:00,2025-08-03T16:55:00Z,50,CRJ-550,Express,115,127,29,50,-4.0,1.0
UA,2254,2025-08-03,ORD,PDX,2025-08-03 09:10:00+00:00,2025-08-03T11:43:00Z,2025-08-03 09:00:00+00:00,2025-08-03T11:21:00Z,200,A321-2NX,Mainline,535,531,62,200,-10.0,1.0
UA,2618,2025-08-02,ORD,STL,2025-08-02 14:23:00+00:00,2025-08-02T15:47:00Z,2025-08-02 14:24:00+00:00,2025-08-02T15:40:00Z,150,A320-200,Mainline,113,135,46,133,1.0,0.8866666666666667
UA,929,2025-08-13,ORD,LHR,2025-08-13 16:05:00+00:00,2025-08-14T06:20:00Z,2025-08-13 16:04:00+00:00,2025-08-14T06:10:00Z,167,B767-300,Mainline,195,171,145,120,-1.0,0.718562874251497
G7,4502,2025-08-01,ORD,LEX,2025-08-01 10:50:00+00:00,2025-08-01T13:21:00Z,2025-08-01 10:47:00+00:00,2025-08-01T13:03:00Z,50,CRJ-550,Express,58,70,29,46,-3.0,0.92
UA,2337,2025-08-08,ORD,IAD,2025-08-08 13:05:00+00:00,2025-08-08T16:10:00Z,2025-08-08 13:15:00+00:00,2025-08-08T16:18:00Z,179,B737-900,Mainline,73,95,56,178,10.0,0.994413407821229
OO,5021,2025-08-07,ORD,SUX,2025-08-07 20:50:00+00:00,2025-08-07T22:40:00Z,2025-08-07 20:51:00+00:00,2025-08-07T22:25:00Z,50,CRJ-200,Express,120,86,29,45,1.0,0.9
UA,2465,2025-08-09,ORD,ORF,2025-08-09 11:55:00+00:00,2025-08-09T15:14:00Z,2025-08-09 12:04:00+00:00,2025-08-09T15:10:00Z,179,B737-MAX9,Mainline,68,103,56,179,9.0,1.0
G7,4558,2025-08-09,ORD,XNA,2025-08-09 08:42:00+00:00,2025-08-09T10:43:00Z,2025-08-09 08:35:00+00:00,2025-08-09T10:10:00Z,50,CRJ-550,Express,58,61,29,41,-7.0,0.82
YX,3718,2025-08-12,ORD,MSN,2025-08-12 09:02:00+00:00,2025-08-12T10:13:00Z,2025-08-12 08:58:00+00:00,2025-08-12T10:06:00Z,76,ERJ-175,Express,63,69,39,50,-4.0,0.6578947368421053
OO,4766,2025-08-01,ORD,OKC,2025-08-01 16:45:00+00:00,2025-08-01T19:04:00Z,2025-08-01 16:39:00+00:00,2025-08-01T18:47:00Z,50,CRJ-550,Express,42,43,29,47,-6.0,0.94
OO,4712,2025-08-07,ORD,ELP,2025-08-07 19:50:00+00:00,2025-08-07T22:23:00Z,2025-08-07 20:10:00+00:00,2025-08-07T22:20:00Z,70,ERJ-175,Express,60,40,34,64,20.0,0.9142857142857143
G7,4452,2025-08-07,ORD,RIC,2025-08-07 10:50:00+00:00,2025-08-07T13:57:00Z,2025-08-07 10:44:00+00:00,2025-08-07T13:57:00Z,50,CRJ-550,Express,62,48,29,49,-6.0,0.98
UA,1068,2025-08-08,ORD,IAD,2025-08-08 08:52:00+00:00,2025-08-08T11:55:00Z,2025-08-08 08:49:00+00:00,2025-08-08T11:56:00Z,176,B757-200,Mainline,1142,1094,122,153,-3.0,0.8693181818181818
UA,1710,2025-08-04,ORD,SMF,2025-08-04 19:59:00+00:00,2025-08-04T22:32:00Z,2025-08-04 21:19:00+00:00,2025-08-04T23:29:00Z,179,B737-900,Mainline,2,58,56,163,80.0,0.9106145251396648
UA,1347,2025-08-07,ORD,FLL,2025-08-07 16:20:00+00:00,2025-08-07T20:34:00Z,2025-08-07 16:38:00+00:00,2025-08-07T20:53:00Z,179,B737-MAX9,Mainline,85,101,56,166,18.0,0.9273743016759777
UA,2661,2025-08-04,ORD,LGA,2025-08-04 10:00:00+00:00,2025-08-04T13:18:00Z,2025-08-04 11:44:00+00:00,2025-08-04T14:56:00Z,166,B737-800,Mainline,-53,67,51,159,104.0,0.9578313253012049
UA,1612,2025-08-09,ORD,MEM,2025-08-09 20:00:00+00:00,2025-08-09T22:00:00Z,2025-08-09 20:57:00+00:00,2025-08-09T22:44:00Z,179,B737-900,Mainline,113,182,119,63,57.0,0.35195530726256985
OO,4778,2025-08-05,ORD,FAR,2025-08-05 08:45:00+00:00,2025-08-05T10:57:00Z,2025-08-05 08:38:00+00:00,2025-08-05T10:37:00Z,50,CRJ-200,Express,53,41,29,48,-7.0,0.96
UA,1082,2025-08-04,ORD,PIT,2025-08-04 14:12:00+00:00,2025-08-04T16:53:00Z,2025-08-04 14:03:00+00:00,2025-08-04T16:34:00Z,150,A320-200,Mainline,57,60,46,150,-9.0,1.0
UA,118,2025-08-04,ORD,EDI,2025-08-04 18:40:00+00:00,2025-08-05T08:25:00Z,2025-08-04 18:39:00+00:00,2025-08-05T08:07:00Z,176,B757-200,Mainline,90,92,75,163,-1.0,0.9261363636363636
UA,739,2025-08-13,ORD,BZN,2025-08-13 19:59:00+00:00,2025-08-13T22:23:00Z,2025-08-13 19:58:00+00:00,2025-08-13T22:18:00Z,150,A320-200,Mainline,64,72,46,97,-1.0,0.6466666666666666
UA,1677,2025-08-11,ORD,BOS,2025-08-11 15:48:00+00:00,2025-08-11T19:18:00Z,2025-08-11 15:45:00+00:00,2025-08-11T19:21:00Z,166,B737-800,Mainline,67,82,51,166,-3.0,1.0
G7,4501,2025-08-01,ORD,AVP,2025-08-01 13:55:00+00:00,2025-08-01T16:55:00Z,2025-08-01 13:53:00+00:00,2025-08-01T16:40:00Z,50,CRJ-550,Express,49,47,29,49,-2.0,0.98
OO,5435,2025-08-05,ORD,BDL,2025-08-05 08:50:00+00:00,2025-08-05T12:22:00Z,2025-08-05 08:45:00+00:00,2025-08-05T12:16:00Z,76,ERJ-175,Express,59,66,34,72,-5.0,0.9473684210526315
UA,2329,2025-08-03,ORD,DTW,2025-08-03 14:50:00+00:00,2025-08-03T17:18:00Z,2025-08-03 15:29:00+00:00,2025-08-03T17:43:00Z,126,B737-700,Mainline,132,168,43,118,39.0,0.9365079365079365
OO,5021,2025-08-11,ORD,SUX,2025-08-11 20:50:00+00:00,2025-08-11T22:40:00Z,2025-08-11 20:50:00+00:00,2025-08-11T22:49:00Z,50,CRJ-200,Express,124,100,29,33,0.0,0.66
G7,4552,2025-08-13,ORD,DAY,2025-08-13 21:30:00+00:00,2025-08-13T23:58:00Z,2025-08-13 21:20:00+00:00,2025-08-13T23:22:00Z,50,CRJ-550,Express,74,82,29,47,-10.0,0.94
UA,2071,2025-08-14,ORD,SAN,2025-08-14 07:11:00+00:00,2025-08-14T09:34:00Z,2025-08-14 07:02:00+00:00,2025-08-14T09:11:00Z,179,B737-MAX9,Mainline,82,103,62,111,-9.0,0.6201117318435754
G7,4549,2025-08-15,ORD,MLI,2025-08-15 14:00:00+00:00,2025-08-15T15:07:00Z,2025-08-15 13:54:00+00:00,2025-08-15T15:03:00Z,50,CRJ-550,Express,63,38,29,46,-6.0,0.92
UA,1659,2025-08-13,ORD,CUN,2025-08-13 10:42:00+00:00,2025-08-13T14:28:00Z,2025-08-13 10:49:00+00:00,2025-08-13T14:47:00Z,179,B737-900,Mainline,123,124,70,175,7.0,0.9776536312849162
OO,5358,2025-08-02,ORD,CAK,2025-08-02 14:35:00+00:00,2025-08-02T17:09:00Z,2025-08-02 15:37:00+00:00,2025-08-02T18:10:00Z,50,CRJ-550,Express,-10,44,29,49,62.0,0.98
UA,2487,2025-08-09,ORD,PHL,2025-08-09 21:23:00+00:00,2025-08-10T00:30:00Z,2025-08-09 22:16:00+00:00,2025-08-10T01:16:00Z,166,B737-800,Mainline,148,57,51,96,53.0,0.5783132530120482
UA,2039,2025-08-10,ORD,MCO,2025-08-10 17:51:00+00:00,2025-08-10T21:47:00Z,2025-08-10 22:42:00+00:00,2025-08-11T02:11:00Z,200,A321-2NX,Mainline,-222,61,62,162,291.0,0.81
OO,4636,2025-08-02,ORD,SBN,2025-08-02 17:50:00+00:00,2025-08-02T19:48:00Z,2025-08-02 19:38:00+00:00,2025-08-02T21:14:00Z,50,CRJ-550,Express,45,31,29,50,108.0,1.0
G7,4185,2025-08-01,ORD,STL,2025-08-01 20:05:00+00:00,2025-08-01T21:35:00Z,2025-08-01 20:02:00+00:00,2025-08-01T21:20:00Z,50,CRJ-550,Express,90,51,29,49,-3.0,0.98
UA,2684,2025-08-02,ORD,FCA,2025-08-02 08:45:00+00:00,2025-08-02T11:36:00Z,2025-08-02 08:36:00+00:00,2025-08-02T10:55:00Z,179,B737-900,Mainline,579,601,56,177,-9.0,0.9888268156424581
UA,2387,2025-08-08,ORD,MCO,2025-08-08 06:00:00+00:00,2025-08-08T09:47:00Z,2025-08-08 05:47:00+00:00,2025-08-08T09:35:00Z,179,B737-MAX9,Mainline,382,337,56,112,-13.0,0.6256983240223464
G7,4474,2025-08-09,ORD,AVL,2025-08-09 07:25:00+00:00,2025-08-09T10:21:00Z,2025-08-09 07:18:00+00:00,2025-08-09T10:01:00Z,50,CRJ-550,Express,660,665,29,47,-7.0,0.94
OO,5833,2025-08-09,ORD,DTW,2025-08-09 18:11:00+00:00,2025-08-09T20:45:00Z,2025-08-09 18:11:00+00:00,2025-08-09T20:46:00Z,76,ERJ-175,Express,86,102,34,52,0.0,0.6842105263157895
UA,1778,2025-08-13,ORD,OMA,2025-08-13 08:45:00+00:00,2025-08-13T10:26:00Z,2025-08-13 08:44:00+00:00,2025-08-13T10:10:00Z,166,B737-800,Mainline,48,50,51,122,-1.0,0.7349397590361446
UA,1270,2025-08-01,ORD,PUJ,2025-08-01 09:23:00+00:00,2025-08-01T15:05:00Z,2025-08-01 09:16:00+00:00,2025-08-01T14:50:00Z,179,B737-900,Mainline,78,78,70,176,-7.0,0.9832402234636871
OO,5447,2025-08-12,ORD,PVD,2025-08-12 11:05:00+00:00,2025-08-12T14:39:00Z,2025-08-12 11:10:00+00:00,2025-08-12T14:35:00Z,70,ERJ-175,Express,71,69,34,66,5.0,0.9428571428571428
OO,5526,2025-08-05,ORD,ATW,2025-08-05 18:05:00+00:00,2025-08-05T19:18:00Z,2025-08-05 17:59:00+00:00,2025-08-05T18:52:00Z,50,CRJ-200,Express,55,49,29,48,-6.0,0.96
YX,3614,2025-08-14,ORD,MCI,2025-08-14 21:25:00+00:00,2025-08-14T23:14:00Z,2025-08-14 21:29:00+00:00,2025-08-14T23:07:00Z,76,ERJ-175,Express,60,82,34,54,4.0,0.7105263157894737
G7,4468,2025-08-11,ORD,LEX,2025-08-11 21:20:00+00:00,2025-08-11T23:50:00Z,2025-08-12 00:47:00+00:00,2025-08-12T03:10:00Z,50,CRJ-550,Express,55,23,29,37,207.0,0.74
OO,5852,2025-08-06,ORD,HSV,2025-08-06 10:50:00+00:00,2025-08-06T12:41:00Z,2025-08-06 10:42:00+00:00,2025-08-06T12:16:00Z,70,ERJ-175,Express,75,67,34,39,-8.0,0.5571428571428572
UA,1291,2025-08-13,ORD,IAH,2025-08-13 21:50:00+00:00,2025-08-14T00:40:00Z,2025-08-13 22:07:00+00:00,2025-08-14T00:42:00Z,179,B737-900,Mainline,85,52,56,34,17.0,0.18994413407821228
YX,3468,2025-08-15,ORD,BGR,2025-08-15 11:50:00+00:00,2025-08-15T15:39:00Z,2025-08-15 11:50:00+00:00,2025-08-15T15:22:00Z,76,ERJ-175,Express,47,30,34,71,0.0,0.9342105263157895
UA,2361,2025-08-07,ORD,LAX,2025-08-07 07:10:00+00:00,2025-08-07T09:40:00Z,2025-08-07 07:09:00+00:00,2025-08-07T09:28:00Z,234,B757-300,Mainline,5189,5206,66,231,-1.0,0.9871794871794872
UA,1941,2025-08-05,ORD,CVG,2025-08-05 14:26:00+00:00,2025-08-05T16:52:00Z,2025-08-05 14:18:00+00:00,2025-08-05T16:51:00Z,126,A319-100,Mainline,71,51,43,106,-8.0,0.8412698412698413
UA,1996,2025-08-11,ORD,SJU,2025-08-11 08:49:00+00:00,2025-08-11T14:44:00Z,2025-08-11 08:46:00+00:00,2025-08-11T14:43:00Z,200,A321-2NX,Mainline,180,163,68,190,-3.0,0.95
UA,617,2025-08-03,ORD,CLT,2025-08-03 18:35:00+00:00,2025-08-03T21:45:00Z,2025-08-03 18:33:00+00:00,2025-08-03T21:56:00Z,166,B737-MAX8,Mainline,85,71,51,161,-2.0,0.9698795180722891
OO,5585,2025-08-14,ORD,ATW,2025-08-14 12:57:00+00:00,2025-08-14T14:08:00Z,2025-08-14 12:53:00+00:00,2025-08-14T14:02:00Z,50,CRJ-550,Express,59,86,29,50,-4.0,1.0
UA,587,2025-08-04,ORD,YUL,2025-08-04 14:07:00+00:00,2025-08-04T17:26:00Z,2025-08-04 14:01:00+00:00,2025-08-04T17:05:00Z,166,B737-MAX8,Mainline,61,77,65,159,-6.0,0.9578313253012049
UA,1834,2025-08-14,ORD,TPA,2025-08-14 11:12:00+00:00,2025-08-14T15:02:00Z,2025-08-14 20:06:00+00:00,2025-08-14T23:47:00Z,166,B737-800,Mainline,-223,259,51,95,534.0,0.572289156626506
OO,4712,2025-08-14,ORD,ELP,2025-08-14 19:50:00+00:00,2025-08-14T22:23:00Z,2025-08-14 20:46:00+00:00,2025-08-14T22:55:00Z,76,ERJ-175,Express,-19,30,34,49,56.0,0.6447368421052632
