company_id,flight_number,scheduled_departure_date_local,scheduled_arrival_station_code,scheduled_ground_time_minutes,minimum_turn_minutes,total_seats,tight_ground_time,transfer_bags,origin_bags,total_bags_per_seat,total_pax_booked,total_ssr_count,ssr_per_pax,tight_ground_time_norm,total_bags_per_seat_norm,ssr_per_pax_norm,difficulty_score,daily_difficulty_rank,difficulty_classification
UA,1616,2025-08-02,GRR,105,43,126,0,83,4,0.6904761904761905,119,7.0,0.058823529411764705,0.0,0.33565621370499416,0.411764705882353,0.2491403065291157,96,Difficult
YX,3536,2025-08-15,YUL,745,42,76,0,23,39,0.8157894736842105,69,3.0,0.043478260869565216,0.0,0.5430274092433299,0.06521739130434782,0.2027482668492259,114,Difficult
YX,3542,2025-08-10,YUL,48,42,76,0,28,24,0.6842105263157895,76,1.0,0.013157894736842105,0.0,0.4523264683447751,0.1280701754385965,0.19346554792779055,298,Medium
OO,5737,2025-08-02,OMA,47,34,76,0,52,0,0.6842105263157895,71,1.0,0.014084507042253521,0.0,0.3318356867779204,0.09859154929577466,0.14347574535789834,367,Medium
OO,5448,2025-08-08,FWA,132,29,50,0,36,13,0.98,48,3.0,0.0625,0.0,0.6551437593485124,0.375,0.3433812531161708,12,Difficult
OO,5790,2025-08-08,CRW,1485,29,50,0,55,11,1.32,46,0.0,0.0,0.0,0.8896460029915241,0.0,0.29654866766384136,26,Difficult
OO,5027,2025-08-04,MCW,52,29,50,0,3,9,0.24,13,0.0,0.0,0.0,0.13396438312209208,0.0,0.04465479437403069,564,Easy
OO,5819,2025-08-11,DLH,74,29,50,0,43,4,0.94,48,3.0,0.0625,0.0,0.6434286765382139,0.1875,0.276976225512738,20,Difficult
UA,2426,2025-08-15,IAH,71,56,179,0,71,26,0.5418994413407822,145,3.0,0.020689655172413793,0.0,0.3462400764481035,0.03103448275862069,0.1257581864022414,383,Medium
G7,4563,2025-08-05,FSD,63,29,50,0,29,5,0.68,49,0.0,0.0,0.0,0.4831829368334701,0.0,0.16106097894449004,317,Medium
UA,2494,2025-08-15,MCI,73,56,179,0,92,10,0.5698324022346368,144,2.0,0.013888888888888888,0.0,0.36630963803215766,0.020833333333333332,0.12904765712183033,369,Medium
UA,580,2025-08-11,PDX,81,56,179,0,99,66,0.9217877094972067,177,1.0,0.005649717514124294,0.0,0.6301124152030528,0.01694915254237288,0.21568718924847521,80,Difficult
UA,349,2025-08-15,BTV,85,51,126,0,93,18,0.8809523809523809,113,0.0,0.0,0.0,0.5898463263421712,0.0,0.19661544211405704,130,Difficult
UA,2417,2025-08-10,SAN,98,56,179,0,57,77,0.7486033519553073,176,1.0,0.005681818181818182,0.0,0.498987936199498,0.055303030303030305,0.18476365550084276,330,Medium
UA,1643,2025-08-07,SEA,1260,56,179,0,62,131,1.0782122905027933,179,2.0,0.0111731843575419,0.0,0.7410699170475709,0.0446927374301676,0.2619208848259128,49,Difficult
UA,2254,2025-08-04,PDX,631,62,200,0,76,37,0.565,200,0.0,0.0,0.0,0.3516565056954917,0.0,0.11721883523183056,460,Easy
UA,1740,2025-08-05,RSW,976,56,179,0,26,60,0.48044692737430167,172,4.0,0.023255813953488372,0.0,0.3112955485996856,0.15282392026578073,0.15470648962182212,339,Medium
UA,664,2025-08-04,LGA,79,51,166,0,8,47,0.3313253012048193,162,1.0,0.006172839506172839,0.0,0.19513607131880645,0.037037037037037035,0.07739103611861449,540,Easy
UA,1387,2025-08-03,SFO,759,87,364,0,125,175,0.8241758241758241,364,8.0,0.02197802197802198,0.0,0.591305753070459,0.09890109890109891,0.23006895065718594,143,Medium
YX,3716,2025-08-01,CMH,63,70,76,7,42,19,0.8026315789473685,76,2.0,0.02631578947368421,0.03365384615384615,0.5132017756388234,0.23684210526315788,0.2612325756852758,122,Difficult
UA,788,2025-08-02,MYR,139,62,179,0,18,59,0.4301675977653631,138,1.0,0.007246376811594203,0.0,0.17693146205205065,0.050724637681159424,0.07588536657773669,504,Easy
UA,2616,2025-08-06,PDX,181,51,166,0,59,40,0.5963855421686747,164,4.0,0.024390243902439025,0.0,0.4399256010215979,0.1637630662020906,0.2012295557412295,237,Medium
UA,1168,2025-08-15,SFO,72,62,200,0,58,44,0.51,174,2.0,0.011494252873563218,0.0,0.3233206371191136,0.017241379310344827,0.1135206721431528,432,Easy
UA,503,2025-08-13,DEN,75,66,234,0,51,89,0.5982905982905983,234,4.0,0.017094017094017096,0.0,0.3217114939393826,0.12291412291412293,0.1482085389511685,324,Medium
OO,5795,2025-08-04,TUL,55,34,76,0,29,14,0.5657894736842105,76,0.0,0.0,0.0,0.3521853124709736,0.0,0.11739510415699121,459,Easy
OO,5398,2025-08-15,IND,84,39,76,0,35,17,0.6842105263157895,67,0.0,0.0,0.0,0.44848921125528507,0.0,0.14949640375176168,274,Medium
UA,1335,2025-08-01,BUF,88,56,179,0,96,13,0.6089385474860335,179,4.0,0.0223463687150838,0.0,0.36748066078574715,0.2011173184357542,0.18953265974050046,297,Medium
UA,534,2025-08-13,EWR,76,62,200,0,31,28,0.295,195,1.0,0.005128205128205128,0.0,0.13831414833163339,0.036874236874236875,0.05839612840195676,510,Easy
UA,2616,2025-08-07,PDX,63,51,166,0,80,40,0.7228915662650602,164,4.0,0.024390243902439025,0.0,0.4718875502008033,0.0975609756097561,0.18981617527018646,167,Medium
UA,987,2025-08-08,CDG,265,100,318,0,75,147,0.6981132075471698,308,6.0,0.01948051948051948,0.0,0.46072292027933426,0.11688311688311688,0.19253534572081707,213,Medium
UA,2232,2025-08-14,MSP,106,60,166,0,22,28,0.30120481927710846,153,1.0,0.006535947712418301,0.0,0.214832793175113,0.04684095860566449,0.08722458392692584,537,Easy
UA,1525,2025-08-02,AUS,79,43,126,0,43,37,0.6349206349206349,123,4.0,0.032520325203252036,0.0,0.3017808749516066,0.22764227642276427,0.17647438379145697,265,Medium
UA,2090,2025-08-09,MIA,3320,56,179,0,18,108,0.7039106145251397,154,3.0,0.01948051948051948,0.0,0.39453419900347275,0.11544011544011543,0.16999143814786274,302,Medium
UA,468,2025-08-11,IAH,539,56,179,0,19,139,0.88268156424581,179,6.0,0.0335195530726257,0.0,0.6015192160171241,0.1005586592178771,0.23402595841166707,59,Difficult
UA,1657,2025-08-06,LGA,471,51,166,0,21,22,0.25903614457831325,133,0.0,0.0,0.0,0.18244406196213425,0.0,0.060814687320711415,493,Easy
UA,2862,2025-08-11,IAD,80,56,179,0,63,87,0.8379888268156425,179,5.0,0.027932960893854747,0.0,0.5688412740903485,0.08379888268156424,0.2175467189239709,78,Difficult
YX,3635,2025-08-02,MSN,50,34,76,0,77,3,1.0526315789473684,75,0.0,0.0,0.0,0.5564826700898587,0.0,0.18549422336328625,232,Medium
UA,349,2025-08-02,BTV,90,43,126,0,65,25,0.7142857142857143,118,1.0,0.00847457627118644,0.0,0.3501742160278745,0.059322033898305086,0.1364987499753932,398,Easy
UA,2040,2025-08-10,DEN,135,119,179,0,37,50,0.4860335195530726,179,0.0,0.0,0.0,0.3087199417051251,0.0,0.10290664723504171,517,Easy
G7,4186,2025-08-06,MLI,90,29,50,0,36,0,0.72,24,1.0,0.041666666666666664,0.0,0.534274193548387,0.27976190476190477,0.2713453661034306,100,Difficult
YX,3700,2025-08-08,BNA,55,34,76,0,9,29,0.5,73,1.0,0.0136986301369863,0.0,0.3240817683230846,0.0821917808219178,0.13542451638166747,428,Easy
UA,2075,2025-08-06,TPA,74,51,166,0,31,34,0.39156626506024095,137,3.0,0.021897810218978103,0.0,0.28359752373549496,0.14702815432742442,0.1435418926876398,377,Easy
UA,2497,2025-08-13,DTW,259,43,126,0,39,25,0.5079365079365079,114,1.0,0.008771929824561403,0.0,0.2670751140807967,0.06307435254803676,0.11004982220961117,432,Easy
OO,5352,2025-08-05,CAK,1560,29,50,0,32,23,1.1,50,2.0,0.04,0.0,0.844954881050041,0.26285714285714284,0.36927067463572794,26,Difficult
UA,1495,2025-08-07,TVC,57,46,150,0,45,12,0.38,122,3.0,0.02459016393442623,0.0,0.21212121212121215,0.09836065573770492,0.10349395595297235,477,Easy
UA,2387,2025-08-11,MCO,78,62,179,0,14,97,0.6201117318435754,177,1.0,0.005649717514124294,0.0,0.4095363071973167,0.01694915254237288,0.14216181991322988,362,Medium
OO,5608,2025-08-13,GRB,215,29,50,0,26,18,0.88,46,0.0,0.0,0.0,0.4920588663849628,0.0,0.16401962212832094,279,Medium
OO,5375,2025-08-09,GRB,45,29,50,0,54,13,1.34,45,1.0,0.022222222222222223,0.0,0.8243243243243245,0.1316872427983539,0.3186705223742261,30,Difficult
UA,359,2025-08-15,MEX,95,60,150,0,16,106,0.8133333333333334,146,8.0,0.0547945205479452,0.0,0.5412626962142199,0.0821917808219178,0.2078181590120459,104,Difficult
YX,3402,2025-08-08,YOW,70,42,76,0,38,17,0.7236842105263158,71,0.0,0.0,0.0,0.47835956019348685,0.0,0.1594531867311623,341,Medium
G7,4431,2025-08-14,MSN,45,29,50,0,30,0,0.6,49,1.0,0.02040816326530612,0.0,0.4431041415359871,0.14625850340136054,0.1964542149791159,311,Medium
YX,3716,2025-08-02,CMH,67,34,76,0,99,6,1.381578947368421,76,0.0,0.0,0.0,0.7570603337612324,0.0,0.2523534445870775,82,Difficult
YX,3696,2025-08-08,CVG,50,34,70,0,24,17,0.5857142857142857,68,0.0,0.0,0.0,0.38319998100619673,0.0,0.12773332700206558,445,Easy
UA,2071,2025-08-09,SAN,71,57,166,0,15,186,1.2108433734939759,159,2.0,0.012578616352201259,0.0,0.7370563334418755,0.07453994875378524,0.2705320940652202,65,Difficult
OO,5219,2025-08-07,GRB,115,29,50,0,33,0,0.66,36,1.0,0.027777777777777776,0.0,0.4242424242424243,0.1111111111111111,0.1784511784511785,200,Medium
UA,793,2025-08-13,DFW,-27,43,126,70,65,40,0.8333333333333334,117,3.0,0.02564102564102564,0.1088646967340591,0.46383991451746076,0.18437118437118438,0.2523585985409014,87,Difficult
UA,286,2025-08-03,CLE,0,51,166,51,90,19,0.6566265060240963,132,1.0,0.007575757575757576,0.2712765957446808,0.4681077250177179,0.034090909090909095,0.25782507661776927,77,Difficult
G7,4518,2025-08-14,STL,-12,29,50,41,32,8,0.8,50,0.0,0.0,0.14963503649635038,0.5958986731001207,0.0,0.248511236532157,160,Medium
YX,3551,2025-08-09,SDF,50,34,76,0,20,0,0.2631578947368421,40,2.0,0.05,0.0,0.09672830725462304,0.2962962962962963,0.1310082011836398,416,Easy
G7,4481,2025-08-14,GRR,1091,29,50,0,46,2,0.96,42,0.0,0.0,0.0,0.7181342983514274,0.0,0.2393780994504758,183,Medium
OO,5099,2025-08-06,CIU,70,29,50,0,25,11,0.72,35,4.0,0.11428571428571428,0.0,0.534274193548387,0.7673469387755102,0.4338737107746324,12,Difficult
YX,3603,2025-08-03,CMH,66,34,76,0,44,19,0.8289473684210527,76,2.0,0.02631578947368421,0.0,0.5948142414860682,0.11842105263157894,0.23774509803921573,116,Difficult
UA,1801,2025-08-05,DEN,88,66,234,0,115,66,0.7735042735042735,234,1.0,0.004273504273504274,0.0,0.5637239435434678,0.028083028083028084,0.1972689905421653,230,Medium
UA,219,2025-08-07,HNL,165,155,318,0,160,158,1.0,315,7.0,0.022222222222222223,0.0,0.6818181818181819,0.08888888888888889,0.2569023569023569,52,Difficult
UA,609,2025-08-01,PHX,34,56,179,22,50,76,0.7039106145251397,162,4.0,0.024691358024691357,0.10576923076923077,0.4389310138749975,0.2222222222222222,0.25564082228881685,130,Difficult
UA,1077,2025-08-05,DCA,531,51,166,0,17,6,0.13855421686746988,66,1.0,0.015151515151515152,0.0,0.016802237662709912,0.09956709956709957,0.03878977907660316,515,Easy
UA,1316,2025-08-04,SRQ,105,43,126,0,18,64,0.6507936507936508,124,1.0,0.008064516129032258,0.0,0.4091229732173098,0.04838709677419355,0.15250335666383444,324,Medium
OO,5045,2025-08-14,RHI,42,29,50,0,29,21,1.0,48,0.0,0.0,0.0,0.7486932046642542,0.0,0.24956440155475137,156,Medium
UA,1113,2025-08-01,ALB,66,51,166,0,65,15,0.4819277108433735,166,3.0,0.018072289156626505,0.0,0.27192657412421967,0.16265060240963855,0.1448590588446194,413,Medium
OO,5859,2025-08-07,BZN,746,34,76,0,21,45,0.868421052631579,76,0.0,0.0,0.0,0.5821371610845296,0.0,0.19404572036150988,157,Medium
UA,2179,2025-08-09,SFO,75,66,234,0,51,85,0.5811965811965812,216,4.0,0.018518518518518517,0.0,0.31161931161931167,0.10973936899862824,0.1404528935393133,396,Easy
UA,1923,2025-08-15,CID,70,46,150,0,113,16,0.86,144,6.0,0.041666666666666664,0.0,0.5747922437673131,0.0625,0.21243074792243768,89,Difficult
OO,5847,2025-08-08,DSM,47,34,76,0,31,8,0.5131578947368421,69,1.0,0.014492753623188406,0.0,0.33315693255075535,0.08695652173913045,0.1400378180966286,407,Medium
UA,2195,2025-08-13,BDL,63,51,166,0,57,49,0.6385542168674698,161,6.0,0.037267080745341616,0.0,0.3460585749672154,0.2679680567879326,0.2046755439183827,177,Medium
UA,2038,2025-08-14,BUF,599,46,150,0,70,13,0.5533333333333333,114,4.0,0.03508771929824561,0.0,0.40745208417102263,0.25146198830409355,0.21963802415837205,241,Medium
UA,312,2025-08-09,CHS,88,43,126,0,69,56,0.9920634920634921,119,1.0,0.008403361344537815,0.0,0.5892320892320893,0.04979769685652038,0.2130099286962032,166,Medium
YX,3603,2025-08-13,CMH,55,34,76,0,30,36,0.868421052631579,73,0.0,0.0,0.0,0.4850571715606954,0.0,0.16168572385356514,288,Medium
OO,5026,2025-08-03,JST,61,29,50,0,7,21,0.56,37,1.0,0.02702702702702703,0.0,0.39705882352941185,0.12162162162162163,0.17289348171701116,334,Medium
UA,2104,2025-08-09,BOS,804,46,150,0,32,38,0.4666666666666667,126,3.0,0.023809523809523808,0.0,0.23423423423423426,0.14109347442680775,0.12510923622034734,431,Easy
UA,1178,2025-08-10,ORF,12,56,179,44,111,31,0.7932960893854749,172,3.0,0.01744186046511628,0.06918238993710692,0.5313739778155616,0.16976744186046513,0.2567746032043779,139,Difficult
UA,556,2025-08-09,CLT,3866,46,150,0,27,14,0.2733333333333333,68,1.0,0.014705882352941176,0.0,0.1036036036036036,0.08714596949891067,0.06358319103417143,504,Easy
UA,2172,2025-08-08,FAI,77,51,166,0,174,32,1.2409638554216869,155,6.0,0.03870967741935484,0.0,0.835133787601795,0.23225806451612904,0.355797284039308,7,Difficult
OO,5577,2025-08-14,JAX,942,34,76,0,6,20,0.34210526315789475,57,2.0,0.03508771929824561,0.0,0.24607961399276235,0.25146198830409355,0.16584720076561862,405,Medium
OO,5731,2025-08-14,STL,100,34,76,0,50,25,0.9868421052631579,76,4.0,0.05263157894736842,0.0,0.7386409328508242,0.37719298245614036,0.37194463843565484,25,Difficult
OO,5038,2025-08-11,PLN,85,29,50,0,19,31,1.0,44,1.0,0.022727272727272728,0.0,0.6872988135749104,0.06818181818181819,0.2518268772522429,34,Difficult
YX,3523,2025-08-15,RIC,47,34,76,0,24,25,0.6447368421052632,74,1.0,0.013513513513513514,0.0,0.4201277518588716,0.02027027027027027,0.14679934070971395,286,Medium
OO,5565,2025-08-09,CHO,3254,29,50,0,34,7,0.82,46,0.0,0.0,0.0,0.47297297297297297,0.0,0.15765765765765766,341,Medium
OO,5946,2025-08-12,RAP,175,34,70,0,26,6,0.45714285714285713,21,1.0,0.047619047619047616,0.0,0.27764815678954735,0.38095238095238093,0.21953351258064277,163,Medium
OO,5849,2025-08-02,PWM,76,34,76,0,27,24,0.6710526315789473,76,2.0,0.02631578947368421,0.0,0.3238125802310654,0.18421052631578946,0.1693410355156183,286,Medium
UA,2652,2025-08-03,RSW,64,51,166,0,62,64,0.7590361445783133,166,0.0,0.0,0.0,0.5434089298369951,0.0,0.181136309945665,294,Medium
UA,468,2025-08-07,IAH,575,56,179,0,8,142,0.8379888268156425,175,11.0,0.06285714285714286,0.0,0.5590824445573049,0.25142857142857145,0.2701703386619588,42,Difficult
UA,763,2025-08-07,PWM,73,51,166,0,31,61,0.5542168674698795,160,2.0,0.0125,0.0,0.3441036874771815,0.05,0.13136789582572717,383,Medium
UA,1304,2025-08-06,LAS,68,56,179,0,60,56,0.6480446927374302,146,4.0,0.0273972602739726,0.0,0.47935438817805004,0.18395303326810175,0.22110247381538395,179,Medium
UA,2182,2025-08-06,PHL,160,46,150,0,39,38,0.5133333333333333,128,4.0,0.03125,0.0,0.37653609831029183,0.20982142857142858,0.19545250896057345,253,Medium
UA,2465,2025-08-05,ORF,-47,56,179,103,69,48,0.6536312849162011,150,5.0,0.03333333333333333,0.639751552795031,0.4604699336849969,0.21904761904761902,0.4397563685092156,8,Difficult
UA,1347,2025-08-13,FLL,85,56,179,0,19,98,0.6536312849162011,177,3.0,0.01694915254237288,0.0,0.3551755547722912,0.1218724778046812,0.15901601085899078,293,Medium
UA,2071,2025-08-04,SAN,71,62,179,0,9,124,0.7430167597765364,179,2.0,0.0111731843575419,0.0,0.4708960327397784,0.06703910614525141,0.1793117129616766,209,Medium
UA,1920,2025-08-10,LAS,67,56,179,0,68,38,0.5921787709497207,179,4.0,0.0223463687150838,0.0,0.38563679054327593,0.21750465549348233,0.2010471486789194,275,Medium
OO,5984,2025-08-04,BIL,981,34,76,0,20,26,0.6052631578947368,75,0.0,0.0,0.0,0.37862565124507075,0.0,0.12620855041502357,427,Easy
UA,2418,2025-08-13,PHL,509,56,179,0,60,44,0.5810055865921788,171,4.0,0.023391812865497075,0.0,0.3112593886576631,0.16819827346143135,0.1598192207063648,292,Medium
UA,2361,2025-08-06,LAX,765,66,234,0,31,99,0.5555555555555556,218,4.0,0.01834862385321101,0.0,0.4087621607782898,0.12319790301441678,0.17732002126423552,298,Medium
OO,5314,2025-08-04,LNK,49,29,50,0,30,8,0.76,49,2.0,0.04081632653061224,0.0,0.48227177923953146,0.24489795918367346,0.242389912807735,80,Difficult
UA,2099,2025-08-13,IAH,801,56,179,0,64,67,0.7318435754189944,165,9.0,0.05454545454545454,0.0,0.40246988751112145,0.3922077922077922,0.26489255990630456,65,Difficult
YX,3542,2025-08-01,YUL,53,42,76,0,41,30,0.9342105263157895,75,0.0,0.0,0.0,0.6121925899033419,0.0,0.2040641966344473,246,Medium
UA,1363,2025-08-14,LAX,75,62,200,0,44,68,0.56,190,4.0,0.021052631578947368,0.0,0.41254523522316044,0.15087719298245614,0.18780747606853887,347,Medium
UA,2071,2025-08-05,SAN,676,56,179,0,7,93,0.5586592178770949,176,5.0,0.028409090909090908,0.0,0.37866462573498744,0.18668831168831168,0.18845097914109968,253,Medium
UA,580,2025-08-05,PDX,78,56,179,0,84,41,0.6983240223463687,175,3.0,0.017142857142857144,0.0,0.4989665491908836,0.1126530612244898,0.20387320347179114,215,Medium
G7,4597,2025-08-07,ROA,980,29,50,0,24,6,0.6,31,1.0,0.03225806451612903,0.0,0.37878787878787884,0.12903225806451613,0.1692733789507983,235,Medium
UA,1377,2025-08-03,MYR,100,43,126,0,38,54,0.7301587301587301,126,1.0,0.007936507936507936,0.0,0.5221755368814193,0.03571428571428571,0.1859632741985683,284,Medium
G7,4436,2025-08-03,SGF,65,29,50,0,27,5,0.64,48,2.0,0.041666666666666664,0.0,0.4558823529411765,0.1875,0.2144607843137255,184,Medium
UA,2488,2025-08-14,LGA,-175,56,179,231,14,120,0.7486033519553073,175,6.0,0.03428571428571429,0.843065693430657,0.5566330392903432,0.24571428571428572,0.5484710061450954,3,Difficult
UA,2385,2025-08-11,MSO,81,51,166,0,83,20,0.6204819277108434,136,4.0,0.029411764705882353,0.0,0.4098069829211079,0.08823529411764706,0.16601409234625167,221,Medium
YX,3716,2025-08-08,CMH,47,34,76,0,55,15,0.9210526315789473,76,2.0,0.02631578947368421,0.0,0.6144870236085477,0.15789473684210525,0.2574605868168843,68,Difficult
UA,1387,2025-08-09,SFO,11,56,179,45,46,109,0.8659217877094972,180,1.0,0.005555555555555556,0.2054794520547945,0.5040012079118225,0.03292181069958847,0.2474674902220685,99,Difficult
UA,1779,2025-08-01,BOS,112,119,179,7,29,31,0.33519553072625696,173,2.0,0.011560693641618497,0.03365384615384615,0.1615355254108493,0.10404624277456648,0.09974520477975397,511,Easy
UA,1215,2025-08-02,ANC,110,51,166,0,137,44,1.0903614457831325,165,5.0,0.030303030303030304,0.0,0.5794886864531296,0.21212121212121213,0.26386996619144726,64,Difficult
UA,2616,2025-08-14,PDX,-17,51,166,68,96,50,0.8795180722891566,163,8.0,0.049079754601226995,0.24817518248175183,0.6566483061316435,0.35173824130879344,0.4188539099740629,16,Difficult
UA,2278,2025-08-03,SEA,80,62,200,0,47,78,0.625,200,8.0,0.04,0.0,0.4448529411764706,0.18000000000000002,0.2082843137254902,198,Medium
UA,777,2025-08-13,LAS,79,56,179,0,37,24,0.3407821229050279,110,0.0,0.0,0.0,0.1659982238169701,0.0,0.05533274127232337,515,Easy
UA,2148,2025-08-12,SAT,60,46,150,0,63,27,0.6,72,0.0,0.0,0.0,0.38264115725618286,0.0,0.12754705241872763,354,Easy
OO,5610,2025-08-10,CHO,67,29,50,0,28,5,0.66,40,0.0,0.0,0.0,0.4347826086956523,0.0,0.1449275362318841,432,Easy
UA,2211,2025-08-12,SEA,64,51,166,0,51,18,0.41566265060240964,56,1.0,0.017857142857142856,0.0,0.24716223737694595,0.14285714285714285,0.1300064600780296,348,Medium
OO,5607,2025-08-12,TUS,83,34,70,0,23,13,0.5142857142857142,59,2.0,0.03389830508474576,0.0,0.31964535697620156,0.2711864406779661,0.19694393255138923,212,Medium
YX,3696,2025-08-06,CVG,69,34,76,0,23,18,0.5394736842105263,74,3.0,0.04054054054054054,0.0,0.3964876910016978,0.2722007722007722,0.22289615440082333,176,Medium
OO,4638,2025-08-14,COS,65,34,76,0,34,18,0.6842105263157895,70,2.0,0.02857142857142857,0.0,0.5074386811419381,0.20476190476190476,0.23740019530128098,187,Medium
G7,4497,2025-08-02,ROA,-50,29,50,79,41,11,1.04,48,1.0,0.020833333333333332,0.26421404682274247,0.548780487804878,0.14583333333333334,0.3196092893203179,26,Difficult
UA,764,2025-08-13,YYC,72,52,126,0,39,62,0.8015873015873016,117,1.0,0.008547008547008548,0.0,0.44464334862120086,0.061457061457061465,0.1687001366927541,270,Medium
G7,4600,2025-08-14,XNA,54,29,50,0,18,3,0.42,51,1.0,0.0196078431372549,0.0,0.30558906312826695,0.14052287581699346,0.14870397964842014,448,Easy
OO,5420,2025-08-15,MLI,69,29,50,0,38,22,1.2,47,2.0,0.0425531914893617,0.0,0.819078947368421,0.06382978723404256,0.2943029115341545,15,Difficult
OO,5320,2025-08-07,MKE,217,29,50,0,24,17,0.82,42,0.0,0.0,0.0,0.5454545454545455,0.0,0.18181818181818185,191,Medium
UA,2075,2025-08-12,TPA,74,51,166,0,66,48,0.6867469879518072,136,3.0,0.022058823529411766,0.0,0.44639594308170616,0.17647058823529413,0.20762217710566677,184,Medium
UA,1347,2025-08-09,FLL,85,56,179,0,65,70,0.7541899441340782,179,4.0,0.0223463687150838,0.0,0.4285067190095123,0.1324229257190151,0.1869765482428425,250,Medium
UA,1785,2025-08-09,EWR,67,56,179,0,29,74,0.5754189944134078,139,5.0,0.03597122302158273,0.0,0.3077155367658161,0.2131628030908606,0.1736261132855589,288,Medium
UA,1851,2025-08-12,ALB,187,57,166,0,40,11,0.3072289156626506,77,2.0,0.025974025974025976,0.0,0.16746875509504186,0.2077922077922078,0.1250869876290832,361,Easy
UA,2666,2025-08-08,DEN,241,62,200,0,35,84,0.595,198,3.0,0.015151515151515152,0.0,0.38960445404686717,0.09090909090909091,0.16017118165198604,338,Medium
UA,763,2025-08-11,PWM,69,51,166,0,38,77,0.6927710843373494,165,3.0,0.01818181818181818,0.0,0.46266256971230824,0.05454545454545454,0.1724026747525876,199,Medium
UA,2225,2025-08-10,PHX,94,51,166,0,39,74,0.6807228915662651,166,5.0,0.030120481927710843,0.0,0.44979919678714864,0.29317269076305225,0.247657295850067,155,Medium
UA,2640,2025-08-13,DCA,22,43,126,21,21,25,0.36507936507936506,80,1.0,0.0125,0.03265940902021773,0.18069056754762713,0.0898809523809524,0.10107697631626576,449,Easy
YX,3535,2025-08-07,MSN,47,34,76,0,49,7,0.7368421052631579,72,0.0,0.0,0.0,0.48245614035087725,0.0,0.16081871345029242,261,Medium
UA,2201,2025-08-02,MCO,67,56,179,0,46,73,0.664804469273743,176,9.0,0.05113636363636364,0.0,0.32000272516691647,0.35795454545454547,0.22598575687382064,128,Difficult
UA,2207,2025-08-08,OMA,74,51,166,0,87,28,0.6927710843373494,157,3.0,0.01910828025477707,0.0,0.45703839122486284,0.11464968152866242,0.19056269091784175,223,Medium
YX,3536,2025-08-01,YUL,-22,42,76,64,25,27,0.6842105263157895,75,2.0,0.02666666666666667,0.3076923076923077,0.42411004280075665,0.24000000000000002,0.32393411683102147,37,Difficult
UA,2691,2025-08-14,EWR,51,56,179,5,33,93,0.7039106145251397,179,4.0,0.0223463687150838,0.01824817518248175,0.5224890098905369,0.1601489757914339,0.23362872028815085,195,Medium
OO,5292,2025-08-14,MTY,43,42,76,0,9,53,0.8157894736842105,65,4.0,0.06153846153846154,0.0,0.6079613992762364,0.44102564102564107,0.3496623467672925,38,Difficult
UA,1594,2025-08-09,ABQ,92,46,150,0,55,29,0.56,115,3.0,0.02608695652173913,0.0,0.2972972972972973,0.15458937198067632,0.15062888975932454,367,Medium
YX,3655,2025-08-12,PIT,45,34,76,0,22,11,0.4342105263157895,63,1.0,0.015873015873015872,0.0,0.26079401724095586,0.12698412698412698,0.12925938140836093,349,Medium
UA,1168,2025-08-06,SFO,72,62,200,0,62,80,0.71,200,4.0,0.02,0.0,0.5266417050691243,0.13428571428571429,0.22030913978494623,183,Medium
OO,5446,2025-08-11,CLE,155,34,76,0,25,17,0.5526315789473685,75,1.0,0.013333333333333334,0.0,0.36019691461708636,0.04000000000000001,0.1333989715390288,394,Medium
UA,764,2025-08-07,YYC,865,52,126,0,40,42,0.6507936507936508,119,0.0,0.0,0.0,0.41726791726791734,0.0,0.13908930575597245,352,Medium
OO,5729,2025-08-05,FNT,104,29,50,0,32,19,1.02,48,5.0,0.10416666666666667,0.0,0.7760459392945037,0.6845238095238095,0.48685658293943773,4,Difficult
G7,4185,2025-08-15,STL,75,29,50,0,42,2,0.88,50,2.0,0.04,0.0,0.5891620498614959,0.060000000000000005,0.216387349953832,81,Difficult
G7,4517,2025-08-09,SCE,55,29,50,0,32,3,0.7,43,1.0,0.023255813953488372,0.0,0.3918918918918919,0.13781223083548663,0.17656804090912617,282,Medium
UA,1398,2025-08-03,ATL,4,51,166,47,44,58,0.6144578313253012,166,2.0,0.012048192771084338,0.25,0.4371013465627215,0.054216867469879526,0.24710607134420035,98,Difficult
UA,2177,2025-08-09,MSN,75,43,126,0,97,3,0.7936507936507936,116,1.0,0.008620689655172414,0.0,0.4551694551694552,0.051085568326947633,0.16875167449880094,307,Medium
OO,5447,2025-08-15,PVD,71,34,70,0,11,32,0.6142857142857143,70,1.0,0.014285714285714285,0.0,0.39824891175306687,0.02142857142857143,0.13989249439387944,313,Medium
G7,4554,2025-08-08,GRB,138,29,50,0,48,0,0.96,50,0.0,0.0,0.0,0.641349509722453,0.0,0.21378316990748433,151,Medium
G7,4387,2025-08-11,CID,75,29,50,0,37,3,0.8,50,1.0,0.02,0.0,0.541065023452589,0.060000000000000005,0.20035500781752968,107,Difficult
UA,2455,2025-08-07,SAV,460,56,179,0,16,26,0.2346368715083799,82,1.0,0.012195121951219513,0.0,0.10199762993059083,0.04878048780487805,0.050259372578489635,541,Easy
OO,4748,2025-08-04,ATW,124,29,50,0,27,2,0.58,46,1.0,0.021739130434782608,0.0,0.3617038344296486,0.13043478260869565,0.16404620567944808,275,Medium
