company_id,flight_number,scheduled_departure_date_local,transfer_bags,origin_bags,transfer_to_origin_ratio
NH,11,2025-08-10,162,0,
NH,11,2025-08-11,134,1,134.0
NH,11,2025-08-12,134,1,134.0
NH,11,2025-08-13,174,11,15.818181818181818
NH,11,2025-08-14,170,7,24.285714285714285
NH,11,2025-08-15,139,0,
NH,111,2025-08-01,109,0,
NH,111,2025-08-02,159,0,
NH,111,2025-08-03,83,0,
NH,111,2025-08-04,106,0,
NH,111,2025-08-05,143,0,
NH,111,2025-08-06,123,0,
NH,111,2025-08-07,114,0,
NH,111,2025-08-08,76,0,
NH,111,2025-08-09,106,0,
NH,111,2025-08-10,101,0,
NH,111,2025-08-11,84,0,
NH,111,2025-08-12,104,0,
NH,111,2025-08-13,127,0,
NH,111,2025-08-14,145,0,
NH,111,2025-08-15,147,0,
NH,4724,2025-08-08,1,0,
NK,2316,2025-08-02,1,0,
NZ,6,2025-08-12,2,0,
OO,4636,2025-08-01,32,2,16.0
OO,4636,2025-08-02,46,0,
OO,4636,2025-08-03,26,0,
OO,4636,2025-08-04,40,0,
OO,4636,2025-08-05,31,0,
OO,4636,2025-08-06,24,2,12.0
OO,4636,2025-08-07,18,0,
OO,4636,2025-08-08,34,0,
OO,4636,2025-08-09,38,0,
OO,4636,2025-08-10,25,0,
OO,4636,2025-08-11,28,0,
OO,4636,2025-08-12,44,0,
OO,4636,2025-08-13,31,0,
OO,4636,2025-08-14,27,0,
OO,4636,2025-08-15,45,1,45.0
OO,4638,2025-08-01,44,18,2.4444444444444446
OO,4638,2025-08-02,47,21,2.238095238095238
OO,4638,2025-08-03,33,22,1.5
OO,4638,2025-08-04,35,16,2.1875
OO,4638,2025-08-05,42,6,7.0
OO,4638,2025-08-06,32,9,3.5555555555555554
OO,4638,2025-08-07,32,18,1.7777777777777777
OO,4638,2025-08-08,35,15,2.3333333333333335
OO,4638,2025-08-09,53,8,6.625
OO,4638,2025-08-10,27,29,0.9310344827586207
OO,4638,2025-08-11,29,10,2.9
OO,4638,2025-08-12,45,0,
OO,4638,2025-08-13,35,23,1.5217391304347827
OO,4638,2025-08-14,34,18,1.8888888888888888
OO,4638,2025-08-15,91,8,11.375
OO,4645,2025-08-01,30,19,1.5789473684210527
OO,4645,2025-08-02,40,16,2.5
OO,4645,2025-08-03,20,17,1.1764705882352942
OO,4645,2025-08-04,32,20,1.6
OO,4645,2025-08-05,27,16,1.6875
OO,4645,2025-08-06,29,18,1.6111111111111112
OO,4645,2025-08-07,40,15,2.6666666666666665
OO,4645,2025-08-08,30,22,1.3636363636363635
OO,4645,2025-08-09,31,11,2.8181818181818183
OO,4645,2025-08-10,36,12,3.0
OO,4645,2025-08-11,19,28,0.6785714285714286
OO,4645,2025-08-12,30,21,1.4285714285714286
OO,4645,2025-08-13,34,27,1.2592592592592593
OO,4645,2025-08-14,47,19,2.473684210526316
OO,4645,2025-08-15,22,19,1.1578947368421053
OO,4712,2025-08-01,60,11,5.454545454545454
OO,4712,2025-08-03,25,20,1.25
OO,4712,2025-08-04,23,21,1.0952380952380953
OO,4712,2025-08-05,23,11,2.090909090909091
OO,4712,2025-08-06,62,22,2.8181818181818183
OO,4712,2025-08-07,40,20,2.0
OO,4712,2025-08-08,42,20,2.1
OO,4712,2025-08-10,28,12,2.3333333333333335
OO,4712,2025-08-11,31,11,2.8181818181818183
OO,4712,2025-08-12,40,5,8.0
OO,4712,2025-08-13,51,14,3.642857142857143
OO,4712,2025-08-14,33,8,4.125
OO,4712,2025-08-15,25,10,2.5
OO,4718,2025-08-01,31,3,10.333333333333334
OO,4718,2025-08-03,52,2,26.0
OO,4718,2025-08-05,35,13,2.6923076923076925
OO,4718,2025-08-06,40,5,8.0
OO,4718,2025-08-07,19,7,2.7142857142857144
OO,4718,2025-08-08,45,3,15.0
OO,4718,2025-08-10,41,0,
OO,4718,2025-08-12,3,7,0.42857142857142855
OO,4718,2025-08-13,43,7,6.142857142857143
OO,4718,2025-08-14,25,1,25.0
OO,4718,2025-08-15,30,8,3.75
OO,4739,2025-08-01,34,13,2.6153846153846154
OO,4739,2025-08-02,25,10,2.5
OO,4739,2025-08-03,35,17,2.0588235294117645
OO,4739,2025-08-04,33,18,1.8333333333333333
OO,4739,2025-08-05,24,15,1.6
OO,4739,2025-08-06,33,22,1.5
OO,4739,2025-08-07,36,16,2.25
OO,4739,2025-08-08,51,17,3.0
OO,4739,2025-08-09,21,10,2.1
OO,4739,2025-08-10,37,9,4.111111111111111
OO,4739,2025-08-11,32,19,1.6842105263157894
OO,4739,2025-08-12,21,23,0.9130434782608695
OO,4739,2025-08-13,24,16,1.5
OO,4739,2025-08-14,27,14,1.9285714285714286
OO,4739,2025-08-15,25,14,1.7857142857142858
OO,4748,2025-08-01,49,10,4.9
OO,4748,2025-08-02,32,0,
OO,4748,2025-08-03,18,1,18.0
OO,4748,2025-08-04,27,2,13.5
OO,4748,2025-08-05,20,0,
OO,4748,2025-08-06,28,4,7.0
OO,4748,2025-08-07,22,3,7.333333333333333
OO,4748,2025-08-08,21,13,1.6153846153846154
OO,4748,2025-08-09,40,0,
OO,4748,2025-08-10,31,1,31.0
OO,4748,2025-08-11,34,2,17.0
OO,4748,2025-08-12,46,0,
OO,4748,2025-08-13,13,2,6.5
OO,4748,2025-08-14,24,0,
OO,4748,2025-08-15,15,4,3.75
OO,4757,2025-08-01,29,24,1.2083333333333333
OO,4757,2025-08-02,30,8,3.75
OO,4757,2025-08-04,57,19,3.0
OO,4757,2025-08-05,24,20,1.2
OO,4757,2025-08-06,48,10,4.8
OO,4757,2025-08-07,25,11,2.272727272727273
OO,4757,2025-08-09,23,7,3.2857142857142856
OO,4757,2025-08-11,30,8,3.75
OO,4757,2025-08-12,0,5,0.0
OO,4757,2025-08-13,18,11,1.6363636363636365
OO,4766,2025-08-01,33,12,2.75
OO,4766,2025-08-02,47,4,11.75
OO,4766,2025-08-03,21,8,2.625
OO,4766,2025-08-04,24,9,2.6666666666666665
OO,4766,2025-08-05,47,9,5.222222222222222
OO,4766,2025-08-06,57,4,14.25
OO,4766,2025-08-07,40,9,4.444444444444445
OO,4766,2025-08-08,28,7,4.0
OO,4766,2025-08-09,56,7,8.0
OO,4766,2025-08-10,27,6,4.5
OO,4766,2025-08-11,39,2,19.5
OO,4766,2025-08-12,47,6,7.833333333333333
OO,4766,2025-08-13,38,8,4.75
OO,4766,2025-08-14,34,8,4.25
OO,4766,2025-08-15,41,7,5.857142857142857
OO,4778,2025-08-01,14,25,0.56
OO,4778,2025-08-02,31,12,2.5833333333333335
OO,4778,2025-08-03,21,23,0.9130434782608695
OO,4778,2025-08-04,12,29,0.41379310344827586
OO,4778,2025-08-05,16,34,0.47058823529411764
OO,4778,2025-08-06,26,18,1.4444444444444444
OO,4778,2025-08-07,36,20,1.8
OO,4778,2025-08-08,25,27,0.9259259259259259
OO,4778,2025-08-09,13,28,0.4642857142857143
OO,4778,2025-08-10,20,21,0.9523809523809523
OO,4778,2025-08-11,7,34,0.20588235294117646
OO,4778,2025-08-12,28,20,1.4
OO,4778,2025-08-13,21,25,0.84
OO,4778,2025-08-14,28,13,2.1538461538461537
OO,4778,2025-08-15,27,8,3.375
OO,4780,2025-08-01,19,5,3.8
OO,4780,2025-08-02,20,11,1.8181818181818181
OO,4780,2025-08-03,29,14,2.0714285714285716
OO,4780,2025-08-04,15,8,1.875
OO,4780,2025-08-05,9,8,1.125
OO,4780,2025-08-06,32,3,10.666666666666666
OO,4780,2025-08-07,27,10,2.7
OO,4780,2025-08-08,13,13,1.0
OO,4780,2025-08-09,15,5,3.0
OO,4780,2025-08-10,23,12,1.9166666666666667
OO,4780,2025-08-11,32,5,6.4
OO,4780,2025-08-12,22,6,3.6666666666666665
OO,4780,2025-08-13,30,12,2.5
OO,4780,2025-08-14,21,6,3.5
OO,4780,2025-08-15,26,10,2.6
OO,4789,2025-08-01,30,2,15.0
OO,4789,2025-08-02,45,13,3.4615384615384617
OO,4789,2025-08-03,34,6,5.666666666666667
OO,4789,2025-08-04,37,7,5.285714285714286
OO,4789,2025-08-05,40,9,4.444444444444445
OO,4789,2025-08-06,39,11,3.5454545454545454
OO,4789,2025-08-07,38,14,2.7142857142857144
OO,4789,2025-08-08,57,6,9.5
OO,4789,2025-08-09,38,18,2.111111111111111
OO,4789,2025-08-10,37,13,2.8461538461538463
OO,4789,2025-08-11,31,6,5.166666666666667
OO,4789,2025-08-12,33,1,33.0
OO,4789,2025-08-13,39,2,19.5
OO,4789,2025-08-14,51,3,17.0
OO,4789,2025-08-15,41,9,4.555555555555555
OO,4790,2025-08-01,45,4,11.25
OO,4791,2025-08-01,30,2,15.0
OO,4791,2025-08-02,36,1,36.0
OO,4791,2025-08-03,35,2,17.5
OO,4791,2025-08-04,23,1,23.0
OO,4791,2025-08-05,24,1,24.0
OO,4791,2025-08-06,38,1,38.0
OO,4791,2025-08-07,25,1,25.0
OO,4791,2025-08-08,26,0,
OO,4791,2025-08-09,24,0,
OO,4791,2025-08-10,39,0,
OO,4791,2025-08-11,32,5,6.4
OO,4791,2025-08-12,22,1,22.0
OO,4791,2025-08-13,60,0,
OO,4791,2025-08-14,25,1,25.0
OO,4791,2025-08-15,33,7,4.714285714285714
OO,4792,2025-08-01,41,4,10.25
OO,4792,2025-08-02,42,11,3.8181818181818183
OO,4792,2025-08-03,35,16,2.1875
OO,4792,2025-08-04,36,6,6.0
OO,4792,2025-08-05,41,8,5.125
OO,4792,2025-08-06,48,6,8.0
OO,4792,2025-08-07,34,12,2.8333333333333335
OO,4792,2025-08-08,37,7,5.285714285714286
OO,4792,2025-08-09,48,9,5.333333333333333
OO,4792,2025-08-10,33,11,3.0
OO,4792,2025-08-11,51,15,3.4
OO,4792,2025-08-12,56,12,4.666666666666667
OO,4792,2025-08-13,52,13,4.0
OO,4792,2025-08-14,47,14,3.357142857142857
OO,4792,2025-08-15,40,4,10.0
OO,4809,2025-08-01,63,11,5.7272727272727275
OO,4809,2025-08-02,42,8,5.25
OO,4809,2025-08-03,46,9,5.111111111111111
OO,4809,2025-08-04,27,21,1.2857142857142858
OO,4809,2025-08-05,33,7,4.714285714285714
OO,4809,2025-08-06,39,4,9.75
OO,4809,2025-08-07,57,14,4.071428571428571
OO,4809,2025-08-08,41,16,2.5625
OO,4809,2025-08-09,54,8,6.75
OO,4809,2025-08-10,36,6,6.0
OO,4809,2025-08-11,45,16,2.8125
OO,4809,2025-08-12,26,16,1.625
OO,4809,2025-08-13,29,10,2.9
OO,4809,2025-08-14,51,21,2.4285714285714284
OO,4809,2025-08-15,45,22,2.0454545454545454
OO,5020,2025-08-01,13,21,0.6190476190476191
OO,5020,2025-08-02,21,8,2.625
OO,5020,2025-08-03,7,6,1.1666666666666667
OO,5020,2025-08-04,9,11,0.8181818181818182
OO,5020,2025-08-05,10,11,0.9090909090909091
OO,5020,2025-08-06,12,3,4.0
OO,5020,2025-08-07,17,11,1.5454545454545454
OO,5020,2025-08-08,4,15,0.26666666666666666
OO,5020,2025-08-09,8,9,0.8888888888888888
OO,5020,2025-08-10,19,5,3.8
OO,5020,2025-08-11,13,4,3.25
OO,5020,2025-08-12,10,7,1.4285714285714286
OO,5020,2025-08-13,6,9,0.6666666666666666
OO,5020,2025-08-14,17,12,1.4166666666666667
OO,5020,2025-08-15,7,10,0.7
OO,5021,2025-08-01,10,4,2.5
OO,5021,2025-08-02,33,14,2.357142857142857
OO,5021,2025-08-03,31,20,1.55
OO,5021,2025-08-04,25,20,1.25
OO,5021,2025-08-05,19,27,0.7037037037037037
OO,5021,2025-08-06,27,10,2.7
OO,5021,2025-08-07,40,18,2.2222222222222223
OO,5021,2025-08-08,26,20,1.3
OO,5021,2025-08-09,16,13,1.2307692307692308
OO,5021,2025-08-10,24,2,12.0
OO,5021,2025-08-11,25,13,1.9230769230769231
OO,5021,2025-08-12,18,14,1.2857142857142858
OO,5021,2025-08-13,26,22,1.1818181818181819
OO,5021,2025-08-14,9,20,0.45
OO,5021,2025-08-15,31,16,1.9375
OO,5026,2025-08-01,12,10,1.2
OO,5026,2025-08-02,15,11,1.3636363636363635
OO,5026,2025-08-03,7,21,0.3333333333333333
OO,5026,2025-08-04,14,5,2.8
OO,5026,2025-08-05,7,8,0.875
OO,5026,2025-08-06,8,13,0.6153846153846154
OO,5026,2025-08-07,10,13,0.7692307692307693
OO,5026,2025-08-08,28,14,2.0
OO,5026,2025-08-09,7,4,1.75
OO,5026,2025-08-10,9,10,0.9
OO,5026,2025-08-11,8,21,0.38095238095238093
OO,5026,2025-08-12,23,13,1.7692307692307692
OO,5026,2025-08-13,23,13,1.7692307692307692
OO,5026,2025-08-14,18,15,1.2
OO,5026,2025-08-15,30,8,3.75
OO,5027,2025-08-01,9,7,1.2857142857142858
OO,5027,2025-08-03,2,0,
OO,5027,2025-08-04,3,9,0.3333333333333333
OO,5027,2025-08-06,1,0,
OO,5027,2025-08-07,3,2,1.5
OO,5027,2025-08-08,11,5,2.2
OO,5027,2025-08-10,16,3,5.333333333333333
OO,5027,2025-08-11,7,5,1.4
OO,5027,2025-08-13,23,12,1.9166666666666667
OO,5027,2025-08-14,0,1,0.0
OO,5027,2025-08-15,0,4,0.0
OO,5037,2025-08-05,1,12,0.08333333333333333
OO,5037,2025-08-07,5,9,0.5555555555555556
OO,5037,2025-08-08,12,6,2.0
OO,5037,2025-08-10,6,4,1.5
OO,5037,2025-08-11,7,8,0.875
OO,5037,2025-08-14,23,11,2.090909090909091
OO,5037,2025-08-15,29,11,2.6363636363636362
OO,5038,2025-08-01,23,23,1.0
OO,5038,2025-08-02,38,22,1.7272727272727273
OO,5038,2025-08-03,26,29,0.896551724137931
OO,5038,2025-08-04,37,24,1.5416666666666667
OO,5038,2025-08-05,20,22,0.9090909090909091
OO,5038,2025-08-06,18,17,1.0588235294117647
OO,5038,2025-08-07,1,18,0.05555555555555555
OO,5038,2025-08-08,12,35,0.34285714285714286
OO,5038,2025-08-09,31,15,2.066666666666667
OO,5038,2025-08-10,12,23,0.5217391304347826
OO,5038,2025-08-11,19,31,0.6129032258064516
OO,5038,2025-08-12,26,23,1.1304347826086956
OO,5038,2025-08-13,24,26,0.9230769230769231
OO,5038,2025-08-14,20,25,0.8
OO,5038,2025-08-15,19,38,0.5
OO,5045,2025-08-01,34,15,2.2666666666666666
OO,5045,2025-08-02,31,12,2.5833333333333335
OO,5045,2025-08-03,21,22,0.9545454545454546
OO,5045,2025-08-04,34,13,2.6153846153846154
OO,5045,2025-08-05,33,13,2.5384615384615383
OO,5045,2025-08-06,28,18,1.5555555555555556
OO,5045,2025-08-07,38,14,2.7142857142857144
OO,5045,2025-08-08,29,13,2.230769230769231
OO,5045,2025-08-09,39,9,4.333333333333333
OO,5045,2025-08-10,30,18,1.6666666666666667
OO,5045,2025-08-11,21,20,1.05
OO,5045,2025-08-12,16,2,8.0
OO,5045,2025-08-13,27,30,0.9
OO,5045,2025-08-14,29,21,1.380952380952381
OO,5045,2025-08-15,22,15,1.4666666666666666
OO,5051,2025-08-05,3,3,1.0
OO,5051,2025-08-06,1,2,0.5
OO,5051,2025-08-07,6,3,2.0
OO,5051,2025-08-08,2,3,0.6666666666666666
OO,5051,2025-08-09,10,5,2.0
OO,5051,2025-08-10,7,5,1.4
OO,5051,2025-08-11,5,1,5.0
OO,5051,2025-08-12,4,0,
OO,5051,2025-08-13,18,14,1.2857142857142858
OO,5051,2025-08-14,20,25,0.8
OO,5051,2025-08-15,38,17,2.235294117647059
OO,5094,2025-08-01,23,23,1.0
OO,5094,2025-08-02,20,22,0.9090909090909091
OO,5094,2025-08-03,8,38,0.21052631578947367
OO,5094,2025-08-04,19,24,0.7916666666666666
OO,5094,2025-08-05,12,15,0.8
OO,5094,2025-08-06,23,27,0.8518518518518519
OO,5094,2025-08-07,23,25,0.92
OO,5094,2025-08-08,18,12,1.5
OO,5094,2025-08-09,19,17,1.1176470588235294
OO,5094,2025-08-10,33,13,2.5384615384615383
OO,5094,2025-08-11,24,24,1.0
OO,5094,2025-08-12,13,13,1.0
OO,5094,2025-08-13,29,25,1.16
OO,5094,2025-08-14,16,30,0.5333333333333333
OO,5094,2025-08-15,24,25,0.96
OO,5099,2025-08-01,27,12,2.25
OO,5099,2025-08-02,23,26,0.8846153846153846
OO,5099,2025-08-03,16,21,0.7619047619047619
OO,5099,2025-08-04,23,17,1.3529411764705883
OO,5099,2025-08-05,16,23,0.6956521739130435
OO,5099,2025-08-06,25,11,2.272727272727273
OO,5099,2025-08-07,13,20,0.65
OO,5099,2025-08-08,15,19,0.7894736842105263
OO,5099,2025-08-09,22,18,1.2222222222222223
OO,5099,2025-08-10,25,23,1.0869565217391304
OO,5099,2025-08-11,11,15,0.7333333333333333
OO,5099,2025-08-12,22,9,2.4444444444444446
OO,5099,2025-08-13,28,23,1.2173913043478262
OO,5099,2025-08-14,34,22,1.5454545454545454
OO,5099,2025-08-15,22,21,1.0476190476190477
OO,5100,2025-08-01,20,19,1.0526315789473684
OO,5100,2025-08-03,22,13,1.6923076923076923
OO,5100,2025-08-04,26,14,1.8571428571428572
OO,5100,2025-08-06,17,7,2.4285714285714284
OO,5100,2025-08-07,11,12,0.9166666666666666
OO,5100,2025-08-08,17,21,0.8095238095238095
OO,5100,2025-08-10,25,7,3.5714285714285716
OO,5100,2025-08-11,31,14,2.2142857142857144
OO,5100,2025-08-13,16,33,0.48484848484848486
OO,5100,2025-08-14,20,16,1.25
OO,5100,2025-08-15,10,11,0.9090909090909091
OO,5103,2025-08-01,15,16,0.9375
OO,5103,2025-08-02,34,22,1.5454545454545454
OO,5103,2025-08-03,13,24,0.5416666666666666
OO,5103,2025-08-04,30,11,2.727272727272727
OO,5103,2025-08-05,34,4,8.5
OO,5103,2025-08-06,21,4,5.25
OO,5103,2025-08-07,42,11,3.8181818181818183
OO,5103,2025-08-08,25,28,0.8928571428571429
OO,5103,2025-08-09,26,27,0.9629629629629629
OO,5103,2025-08-10,28,35,0.8
OO,5103,2025-08-11,36,27,1.3333333333333333
OO,5103,2025-08-12,26,6,4.333333333333333
OO,5103,2025-08-13,29,17,1.7058823529411764
OO,5103,2025-08-14,24,26,0.9230769230769231
OO,5103,2025-08-15,13,17,0.7647058823529411
OO,5108,2025-08-01,15,18,0.8333333333333334
OO,5108,2025-08-02,16,20,0.8
OO,5108,2025-08-03,21,20,1.05
OO,5108,2025-08-04,21,18,1.1666666666666667
OO,5108,2025-08-05,19,25,0.76
OO,5108,2025-08-06,23,6,3.8333333333333335
OO,5108,2025-08-07,10,26,0.38461538461538464
OO,5108,2025-08-08,18,22,0.8181818181818182
OO,5108,2025-08-09,11,15,0.7333333333333333
OO,5108,2025-08-10,9,18,0.5
OO,5108,2025-08-11,23,9,2.5555555555555554
OO,5108,2025-08-12,11,14,0.7857142857142857
OO,5108,2025-08-13,19,15,1.2666666666666666
OO,5108,2025-08-14,18,23,0.782608695652174
OO,5108,2025-08-15,27,30,0.9
OO,5118,2025-08-01,18,22,0.8181818181818182
OO,5118,2025-08-02,31,10,3.1
OO,5118,2025-08-03,21,24,0.875
OO,5118,2025-08-04,24,22,1.0909090909090908
OO,5118,2025-08-05,23,14,1.6428571428571428
OO,5118,2025-08-06,38,13,2.923076923076923
OO,5118,2025-08-07,25,32,0.78125
OO,5118,2025-08-08,14,24,0.5833333333333334
OO,5118,2025-08-09,19,17,1.1176470588235294
OO,5118,2025-08-10,27,17,1.588235294117647
OO,5118,2025-08-11,18,14,1.2857142857142858
OO,5118,2025-08-12,19,14,1.3571428571428572
OO,5118,2025-08-13,33,18,1.8333333333333333
OO,5118,2025-08-14,16,30,0.5333333333333333
OO,5118,2025-08-15,13,13,1.0
OO,5121,2025-08-01,3,8,0.375
OO,5121,2025-08-03,1,0,
OO,5121,2025-08-04,2,0,
OO,5121,2025-08-06,8,4,2.0
OO,5121,2025-08-07,1,5,0.2
OO,5121,2025-08-08,8,5,1.6
OO,5121,2025-08-10,3,2,1.5
OO,5121,2025-08-11,2,4,0.5
OO,5121,2025-08-13,12,1,12.0
OO,5121,2025-08-14,0,2,0.0
OO,5121,2025-08-15,3,0,
OO,5122,2025-08-01,21,23,0.9130434782608695
OO,5122,2025-08-02,24,7,3.4285714285714284
OO,5122,2025-08-03,8,25,0.32
OO,5122,2025-08-04,14,19,0.7368421052631579
OO,5122,2025-08-07,29,13,2.230769230769231
OO,5122,2025-08-08,19,15,1.2666666666666666
OO,5122,2025-08-09,18,11,1.6363636363636365
OO,5122,2025-08-10,26,13,2.0
OO,5122,2025-08-11,17,18,0.9444444444444444
OO,5122,2025-08-14,25,11,2.272727272727273
OO,5122,2025-08-15,28,13,2.1538461538461537
OO,5124,2025-08-01,24,12,2.0
OO,5124,2025-08-02,8,11,0.7272727272727273
OO,5124,2025-08-03,13,11,1.1818181818181819
OO,5124,2025-08-04,32,11,2.909090909090909
OO,5124,2025-08-05,39,12,3.25
OO,5124,2025-08-06,24,12,2.0
OO,5124,2025-08-07,26,14,1.8571428571428572
OO,5124,2025-08-08,22,7,3.142857142857143
OO,5124,2025-08-09,16,7,2.2857142857142856
OO,5124,2025-08-10,21,5,4.2
OO,5124,2025-08-11,16,14,1.1428571428571428
OO,5124,2025-08-12,14,16,0.875
OO,5124,2025-08-13,39,15,2.6
OO,5124,2025-08-14,17,21,0.8095238095238095
OO,5124,2025-08-15,22,18,1.2222222222222223
OO,5125,2025-08-01,33,17,1.9411764705882353
OO,5125,2025-08-02,20,23,0.8695652173913043
OO,5125,2025-08-03,25,20,1.25
OO,5125,2025-08-04,18,22,0.8181818181818182
OO,5125,2025-08-05,22,16,1.375
OO,5125,2025-08-06,23,23,1.0
OO,5125,2025-08-07,25,23,1.0869565217391304
OO,5125,2025-08-08,17,29,0.5862068965517241
OO,5125,2025-08-09,43,17,2.5294117647058822
OO,5125,2025-08-10,34,19,1.7894736842105263
OO,5125,2025-08-11,23,23,1.0
OO,5125,2025-08-12,25,13,1.9230769230769231
OO,5125,2025-08-13,39,17,2.2941176470588234
OO,5125,2025-08-14,29,24,1.2083333333333333
OO,5125,2025-08-15,21,25,0.84
OO,5131,2025-08-01,23,28,0.8214285714285714
OO,5131,2025-08-03,28,13,2.1538461538461537
OO,5131,2025-08-04,27,10,2.7
OO,5131,2025-08-06,34,24,1.4166666666666667
OO,5131,2025-08-07,34,19,1.7894736842105263
OO,5131,2025-08-08,28,25,1.12
OO,5131,2025-08-10,18,22,0.8181818181818182
OO,5131,2025-08-11,14,18,0.7777777777777778
OO,5131,2025-08-13,29,27,1.0740740740740742
OO,5131,2025-08-14,37,20,1.85
OO,5131,2025-08-15,35,20,1.75
OO,5135,2025-08-01,20,14,1.4285714285714286
OO,5135,2025-08-02,12,8,1.5
OO,5135,2025-08-03,9,16,0.5625
OO,5135,2025-08-04,22,14,1.5714285714285714
OO,5135,2025-08-05,19,6,3.1666666666666665
OO,5135,2025-08-06,15,8,1.875
OO,5135,2025-08-07,23,12,1.9166666666666667
OO,5135,2025-08-08,19,13,1.4615384615384615
OO,5135,2025-08-09,17,16,1.0625
OO,5135,2025-08-10,17,8,2.125
OO,5135,2025-08-11,9,13,0.6923076923076923
OO,5135,2025-08-12,16,0,
OO,5135,2025-08-13,7,11,0.6363636363636364
OO,5135,2025-08-14,14,9,1.5555555555555556
OO,5135,2025-08-15,8,4,2.0
OO,5136,2025-08-01,7,3,2.3333333333333335
OO,5136,2025-08-02,3,4,0.75
OO,5136,2025-08-03,13,3,4.333333333333333
OO,5136,2025-08-04,5,2,2.5
OO,5136,2025-08-05,4,6,0.6666666666666666
OO,5136,2025-08-06,3,2,1.5
OO,5136,2025-08-07,3,2,1.5
OO,5136,2025-08-08,1,5,0.2
OO,5136,2025-08-09,2,4,0.5
OO,5136,2025-08-10,3,0,
OO,5136,2025-08-11,2,1,2.0
OO,5136,2025-08-12,4,6,0.6666666666666666
OO,5136,2025-08-13,4,2,2.0
OO,5136,2025-08-14,2,0,
OO,5136,2025-08-15,3,7,0.42857142857142855
OO,5138,2025-08-01,19,12,1.5833333333333333
OO,5138,2025-08-02,31,14,2.2142857142857144
OO,5138,2025-08-03,14,17,0.8235294117647058
OO,5138,2025-08-04,14,15,0.9333333333333333
OO,5138,2025-08-05,24,9,2.6666666666666665
OO,5138,2025-08-06,12,10,1.2
OO,5138,2025-08-07,14,17,0.8235294117647058
OO,5138,2025-08-08,10,14,0.7142857142857143
OO,5138,2025-08-09,7,10,0.7
OO,5138,2025-08-10,11,14,0.7857142857142857
OO,5138,2025-08-11,17,11,1.5454545454545454
OO,5138,2025-08-12,18,7,2.5714285714285716
OO,5138,2025-08-13,29,7,4.142857142857143
OO,5138,2025-08-14,27,13,2.076923076923077
OO,5138,2025-08-15,6,13,0.46153846153846156
OO,5140,2025-08-01,29,17,1.7058823529411764
OO,5140,2025-08-02,21,16,1.3125
OO,5140,2025-08-03,14,28,0.5
OO,5140,2025-08-04,28,16,1.75
OO,5140,2025-08-05,23,18,1.2777777777777777
OO,5140,2025-08-06,10,13,0.7692307692307693
OO,5140,2025-08-07,50,12,4.166666666666667
OO,5140,2025-08-08,16,18,0.8888888888888888
OO,5140,2025-08-09,30,13,2.3076923076923075
OO,5140,2025-08-10,19,6,3.1666666666666665
OO,5140,2025-08-11,26,23,1.1304347826086956
OO,5140,2025-08-12,21,10,2.1
OO,5140,2025-08-13,30,13,2.3076923076923075
OO,5140,2025-08-14,25,16,1.5625
OO,5140,2025-08-15,30,23,1.3043478260869565
OO,5215,2025-08-01,23,18,1.2777777777777777
OO,5215,2025-08-02,30,27,1.1111111111111112
OO,5215,2025-08-03,25,21,1.1904761904761905
OO,5215,2025-08-04,15,27,0.5555555555555556
OO,5215,2025-08-05,27,15,1.8
OO,5215,2025-08-06,35,19,1.8421052631578947
OO,5215,2025-08-07,20,24,0.8333333333333334
OO,5215,2025-08-08,24,20,1.2
OO,5215,2025-08-09,15,27,0.5555555555555556
OO,5215,2025-08-10,42,27,1.5555555555555556
OO,5215,2025-08-11,14,21,0.6666666666666666
OO,5215,2025-08-12,26,28,0.9285714285714286
OO,5215,2025-08-13,24,21,1.1428571428571428
OO,5215,2025-08-14,10,32,0.3125
OO,5215,2025-08-15,29,16,1.8125
OO,5219,2025-08-01,17,1,17.0
OO,5219,2025-08-02,46,0,
OO,5219,2025-08-03,13,4,3.25
OO,5219,2025-08-04,32,26,1.2307692307692308
OO,5219,2025-08-05,32,0,
OO,5219,2025-08-06,35,1,35.0
OO,5219,2025-08-07,33,0,
OO,5219,2025-08-08,4,0,
OO,5219,2025-08-09,31,4,7.75
OO,5219,2025-08-10,22,1,22.0
OO,5219,2025-08-11,20,17,1.1764705882352942
OO,5219,2025-08-12,33,1,33.0
OO,5219,2025-08-13,41,0,
OO,5219,2025-08-14,20,1,20.0
OO,5219,2025-08-15,33,0,
OO,5225,2025-08-01,34,11,3.090909090909091
OO,5225,2025-08-02,44,11,4.0
OO,5225,2025-08-03,38,17,2.235294117647059
OO,5225,2025-08-04,32,13,2.4615384615384617
OO,5225,2025-08-05,27,20,1.35
OO,5225,2025-08-06,40,21,1.9047619047619047
OO,5225,2025-08-07,41,16,2.5625
OO,5225,2025-08-08,21,15,1.4
OO,5225,2025-08-09,25,4,6.25
OO,5225,2025-08-10,48,16,3.0
OO,5225,2025-08-11,31,17,1.8235294117647058
OO,5225,2025-08-12,4,0,
OO,5225,2025-08-13,30,18,1.6666666666666667
OO,5225,2025-08-14,44,0,
OO,5225,2025-08-15,38,5,7.6
OO,5226,2025-08-02,42,26,1.6153846153846154
OO,5226,2025-08-09,45,29,1.5517241379310345
OO,5229,2025-08-01,16,33,0.48484848484848486
OO,5229,2025-08-02,18,31,0.5806451612903226
OO,5229,2025-08-03,45,21,2.142857142857143
