company_id,flight_number,scheduled_departure_date_local,departure_delay_minutes,scheduled_ground_time_minutes,minimum_turn_minutes
UA,1502,2025-08-13,-3.0,74,56
UA,1785,2025-08-10,14.0,111,56
OO,5215,2025-08-10,-4.0,74,29
UA,1708,2025-08-11,1.0,335,43
OO,5748,2025-08-04,0.0,1089,42
UA,2652,2025-08-02,23.0,485,60
OO,5292,2025-08-04,11.0,40,42
UA,845,2025-08-03,7.0,200,155
UA,1975,2025-08-02,-7.0,558,51
UA,1946,2025-08-01,16.0,105,51
UA,1564,2025-08-14,87.0,-6,51
UA,2155,2025-08-13,18.0,70,56
UA,1156,2025-08-02,-2.0,112,56
UA,2389,2025-08-11,-5.0,79,56
OO,5251,2025-08-11,0.0,68,34
OO,5382,2025-08-13,0.0,79,29
G7,4184,2025-08-08,-4.0,57,29
UA,1224,2025-08-15,-9.0,100,62
YX,3635,2025-08-10,-1.0,50,34
UA,1872,2025-08-06,2.0,118,46
OO,5624,2025-08-04,15.0,59,39
UA,769,2025-08-02,26.0,315,155
UA,1655,2025-08-13,59.0,55,46
UA,576,2025-08-13,7.0,72,62
YX,3402,2025-08-03,0.0,65,42
UA,490,2025-08-03,-5.0,72,43
YX,3694,2025-08-06,-1.0,70,34
UA,602,2025-08-02,-4.0,70,56
OO,5946,2025-08-11,14.0,75,34
OO,5646,2025-08-08,-7.0,55,29
OO,5108,2025-08-12,193.0,128,29
OO,5565,2025-08-02,-5.0,126,29
G7,4186,2025-08-15,1.0,85,29
UA,1848,2025-08-06,-7.0,66,43
UA,1801,2025-08-01,101.0,88,66
UA,2426,2025-08-04,123.0,-5,119
UA,1398,2025-08-04,3.0,84,51
UA,312,2025-08-10,62.0,79,56
UA,1113,2025-08-06,-10.0,65,51
UA,714,2025-08-12,24.0,87,43
YX,3614,2025-08-11,0.0,60,34
UA,944,2025-08-11,3.0,250,155
UA,1785,2025-08-15,19.0,111,56
UA,1168,2025-08-08,24.0,72,62
OO,5352,2025-08-10,1.0,65,29
UA,758,2025-08-10,135.0,70,56
YX,3598,2025-08-14,-1.0,65,34
UA,1920,2025-08-01,8.0,67,56
UA,1811,2025-08-04,10.0,81,60
UA,1980,2025-08-14,4.0,411,51
UA,2189,2025-08-04,14.0,29,51
UA,1491,2025-08-12,-2.0,70,43
OO,5320,2025-08-15,-3.0,50,29
G7,4458,2025-08-01,2.0,40,29
UA,1778,2025-08-07,5.0,67,43
YX,3402,2025-08-15,15.0,45,42
OO,5250,2025-08-03,244.0,-154,34
OO,5103,2025-08-12,95.0,2042,29
UA,2071,2025-08-01,0.0,73,62
OO,5585,2025-08-11,-5.0,53,29
UA,1421,2025-08-06,-3.0,102,68
OO,5437,2025-08-15,17.0,52,29
OO,6002,2025-08-01,18.0,65,34
UA,777,2025-08-07,11.0,86,51
G7,4476,2025-08-03,-10.0,49,29
UA,970,2025-08-06,-3.0,1675,155
G7,4542,2025-08-14,-7.0,85,29
YX,3610,2025-08-01,11.0,57,42
OO,4778,2025-08-08,2.0,50,29
OO,5646,2025-08-10,15.0,125,29
UA,2155,2025-08-10,19.0,166,62
G7,4590,2025-08-08,0.0,50,29
OO,5420,2025-08-13,2.0,66,29
OO,5593,2025-08-14,-6.0,753,34
OO,5763,2025-08-07,-3.0,47,34
UA,490,2025-08-07,-6.0,68,43
UA,669,2025-08-10,-7.0,63,51
UA,1643,2025-08-01,-3.0,600,56
UA,2418,2025-08-14,-6.0,67,52
UA,286,2025-08-06,-2.0,501,56
UA,1920,2025-08-04,28.0,67,56
UA,1617,2025-08-03,-2.0,65,43
UA,987,2025-08-14,242.0,100,155
OO,4739,2025-08-05,-11.0,58,29
UA,1859,2025-08-02,-2.0,57,43
YX,3641,2025-08-01,-1.0,750,39
UA,1314,2025-08-10,10.0,72,62
OO,5577,2025-08-06,-4.0,1067,34
G7,4552,2025-08-12,109.0,422,29
OO,5140,2025-08-05,59.0,370,29
YX,3601,2025-08-08,-2.0,55,42
OO,5526,2025-08-06,54.0,55,29
UA,2618,2025-08-11,-2.0,69,46
OO,5847,2025-08-14,-3.0,47,34
UA,1983,2025-08-15,21.0,119,56
YX,3598,2025-08-01,-1.0,59,34
UA,1577,2025-08-04,20.0,80,66
UA,1291,2025-08-02,7.0,85,62
UA,1677,2025-08-12,-11.0,67,51
UA,1576,2025-08-02,20.0,80,51
OO,5474,2025-08-01,-10.0,86,29
UA,1658,2025-08-04,-3.0,575,56
UA,1832,2025-08-12,-7.0,658,43
UA,1269,2025-08-09,11.0,81,43
OO,5360,2025-08-02,23.0,40,29
UA,1612,2025-08-01,7.0,104,43
UA,2394,2025-08-05,-3.0,88,62
YX,3493,2025-08-06,11.0,60,34
UA,1756,2025-08-11,3.0,74,65
UA,2465,2025-08-14,-9.0,68,56
UA,2465,2025-08-02,-8.0,68,56
G7,4391,2025-08-04,52.0,71,29
UA,2133,2025-08-09,57.0,67,56
UA,1144,2025-08-07,42.0,79,51
UA,2661,2025-08-01,0.0,63,51
UA,2225,2025-08-12,-1.0,105,56
UA,708,2025-08-08,-2.0,70,43
UA,2497,2025-08-14,21.0,79,46
OO,4792,2025-08-11,19.0,42,34
OO,5448,2025-08-11,0.0,115,29
G7,4518,2025-08-10,0.0,129,29
G7,4584,2025-08-03,-5.0,72,29
OO,5138,2025-08-06,97.0,53,29
G7,4611,2025-08-04,-6.0,650,29
G7,4559,2025-08-10,-6.0,62,29
OO,5521,2025-08-07,4.0,210,29
UA,2059,2025-08-14,0.0,73,56
UA,1301,2025-08-02,27.0,100,43
UA,1377,2025-08-13,67.0,940,119
UA,1801,2025-08-08,138.0,88,66
YX,3551,2025-08-12,231.0,332,34
UA,2280,2025-08-09,-4.0,491,62
OO,5225,2025-08-08,9.0,25,29
UA,1823,2025-08-14,-4.0,139,68
UA,1583,2025-08-09,143.0,130,114
UA,622,2025-08-07,17.0,99,87
OO,5624,2025-08-02,-1.0,65,34
G7,4429,2025-08-08,5.0,57,29
UA,1124,2025-08-15,53.0,255,56
UA,276,2025-08-01,12.0,76,70
OO,5444,2025-08-08,117.0,40,29
UA,1643,2025-08-02,-5.0,481,51
OO,5988,2025-08-15,7.0,47,34
UA,2337,2025-08-05,-7.0,73,56
UA,769,2025-08-01,-3.0,205,150
UA,1491,2025-08-07,18.0,70,43
UA,380,2025-08-01,5.0,23,46
UA,1491,2025-08-08,2.0,55,43
UA,1834,2025-08-10,18.0,209,56
OO,5360,2025-08-05,4.0,40,29
YX,3421,2025-08-13,-1.0,45,34
UA,2071,2025-08-02,77.0,93,60
UA,938,2025-08-10,123.0,245,145
UA,729,2025-08-06,-10.0,60,52
UA,1576,2025-08-14,11.0,95,51
OO,5234,2025-08-09,112.0,-83,29
G7,4507,2025-08-10,3.0,79,29
G7,4406,2025-08-12,-11.0,787,29
OO,4636,2025-08-10,54.0,59,29
UA,1974,2025-08-15,-1.0,99,43
UA,714,2025-08-09,63.0,70,51
UA,2424,2025-08-14,3.0,70,56
UA,2290,2025-08-07,3.0,1252,43
G7,4494,2025-08-03,4.0,40,29
OO,5610,2025-08-14,-4.0,75,29
UA,587,2025-08-03,37.0,96,65
UA,1980,2025-08-01,0.0,471,51
OO,5290,2025-08-07,49.0,50,34
G7,4389,2025-08-01,-6.0,68,29
G7,4613,2025-08-04,-5.0,73,29
UA,293,2025-08-07,34.0,71,51
UA,2195,2025-08-10,-1.0,106,51
UA,219,2025-08-08,-7.0,191,88
OO,5309,2025-08-05,-5.0,85,29
UA,767,2025-08-07,30.0,72,62
UA,2418,2025-08-06,-11.0,456,56
OO,5392,2025-08-01,22.0,71,34
UA,219,2025-08-09,11.0,191,88
OO,5731,2025-08-08,64.0,-47,34
UA,592,2025-08-12,85.0,57,43
UA,695,2025-08-09,18.0,62,56
UA,970,2025-08-03,1.0,225,155
UA,1741,2025-08-11,-6.0,103,43
UA,2672,2025-08-03,-3.0,69,43
UA,2618,2025-08-05,-1.0,69,46
UA,2100,2025-08-05,-7.0,68,51
YX,3568,2025-08-12,40.0,80,42
UA,1448,2025-08-05,-7.0,74,43
OO,5274,2025-08-03,-2.0,73,29
UA,2202,2025-08-07,-3.0,75,56
OO,5376,2025-08-04,0.0,77,34
UA,1273,2025-08-12,-6.0,622,66
UA,2137,2025-08-01,-1.0,83,51
YX,3603,2025-08-06,-6.0,55,34
YX,3426,2025-08-09,-5.0,80,34
OO,5125,2025-08-05,-9.0,43,29
UA,1097,2025-08-03,-4.0,112,43
UA,2627,2025-08-06,150.0,130,119
OO,5493,2025-08-14,-3.0,104,29
UA,2658,2025-08-08,-4.0,104,46
OO,5729,2025-08-15,106.0,180,29
YX,3571,2025-08-11,-3.0,60,34
YX,3696,2025-08-11,-4.0,50,34
OO,5099,2025-08-03,-5.0,46,29
YX,3568,2025-08-07,-6.0,68,42
UA,118,2025-08-02,27.0,90,75
OO,5435,2025-08-07,-4.0,45,34
UA,788,2025-08-09,-7.0,449,56
OO,5274,2025-08-10,656.0,-607,29
UA,791,2025-08-12,11.0,105,68
OO,5763,2025-08-04,-3.0,47,34
OO,4636,2025-08-04,-2.0,45,29
UA,2347,2025-08-04,22.0,57,43
UA,953,2025-08-09,25.0,255,150
UA,1030,2025-08-01,45.0,54,46
UA,2059,2025-08-07,66.0,85,56
UA,1347,2025-08-12,-6.0,96,56
UA,1655,2025-08-15,36.0,70,46
OO,5999,2025-08-03,-7.0,79,39
UA,1224,2025-08-03,-8.0,377,56
UA,2182,2025-08-05,-9.0,160,46
UA,422,2025-08-15,31.0,185,155
UA,953,2025-08-11,-4.0,1680,150
UA,2364,2025-08-06,-5.0,59,51
UA,1848,2025-08-04,-4.0,55,43
UA,561,2025-08-11,1.0,67,56
UA,275,2025-08-07,-9.0,64,46
UA,752,2025-08-05,11.0,62,43
UA,609,2025-08-03,102.0,61,56
UA,1677,2025-08-07,43.0,67,51
UA,1068,2025-08-07,428.0,852,56
UA,929,2025-08-11,174.0,195,145
OO,5135,2025-08-11,23.0,47,29
G7,4188,2025-08-04,-2.0,71,29
OO,5118,2025-08-06,63.0,51,29
OO,5292,2025-08-01,64.0,40,42
UA,2684,2025-08-05,-5.0,67,56
OO,5253,2025-08-06,-1.0,164,70
UA,1301,2025-08-13,10.0,65,43
OO,5977,2025-08-07,25.0,47,34
G7,4585,2025-08-04,-7.0,67,29
OO,5398,2025-08-10,308.0,-237,34
OO,5121,2025-08-03,-10.0,52,29
UA,1620,2025-08-04,-7.0,677,62
UA,845,2025-08-10,90.0,555,155
UA,2302,2025-08-07,-9.0,704,46
UA,1899,2025-08-04,-3.0,108,52
OO,5577,2025-08-10,57.0,-51,34
YX,3663,2025-08-04,12.0,74,34
G7,4463,2025-08-05,-7.0,90,29
UA,378,2025-08-08,1.0,73,62
UA,1660,2025-08-12,31.0,105,66
UA,592,2025-08-01,5.0,57,43
UA,2378,2025-08-15,-9.0,77,62
UA,1361,2025-08-06,149.0,57,43
YX,3493,2025-08-09,7.0,391,34
UA,622,2025-08-10,48.0,99,87
UA,758,2025-08-07,12.0,116,56
YX,3536,2025-08-06,-9.0,45,42
OO,5260,2025-08-08,1.0,86,29
OO,4789,2025-08-02,3.0,65,34
UA,1933,2025-08-15,-8.0,64,56
OO,5874,2025-08-08,-8.0,60,29
UA,2343,2025-08-09,-2.0,72,56
UA,1920,2025-08-11,-2.0,67,56
UA,1851,2025-08-07,-2.0,78,43
OO,5847,2025-08-06,-6.0,47,34
UA,1398,2025-08-08,11.0,70,51
OO,4789,2025-08-06,4.0,96,34
OO,5499,2025-08-05,52.0,212,29
UA,1594,2025-08-14,11.0,92,43
YX,3493,2025-08-10,9.0,251,70
G7,4468,2025-08-02,14.0,145,29
G7,4502,2025-08-07,-2.0,62,29
UA,1304,2025-08-02,-2.0,68,56
UA,378,2025-08-07,-4.0,61,56
UA,1941,2025-08-04,-2.0,71,43
OO,5748,2025-08-12,16.0,68,42
UA,1941,2025-08-06,22.0,83,43
UA,1859,2025-08-07,16.0,57,43
UA,1785,2025-08-04,-2.0,122,56
UA,1182,2025-08-02,5.0,60,46
UA,2179,2025-08-15,20.0,99,66
UA,1659,2025-08-01,7.0,64,70
UA,2202,2025-08-04,60.0,-5,56
G7,4481,2025-08-08,-6.0,745,29
UA,1658,2025-08-07,-5.0,216,56
OO,5843,2025-08-14,-4.0,55,34
UA,2440,2025-08-15,23.0,67,64
UA,1851,2025-08-11,-2.0,61,51
OO,5215,2025-08-07,-5.0,74,29
UA,1139,2025-08-01,10.0,63,43
UA,416,2025-08-13,17.0,215,150
UA,611,2025-08-10,6.0,20,66
OO,5292,2025-08-05,-4.0,936,42
UA,1923,2025-08-07,16.0,110,43
OO,5643,2025-08-07,9.0,45,29
UA,1989,2025-08-10,18.0,70,56
UA,2426,2025-08-05,98.0,-48,56
OO,5810,2025-08-03,13.0,105,29
UA,576,2025-08-07,41.0,72,62
UA,2430,2025-08-08,-4.0,76,51
UA,1538,2025-08-01,5.0,102,56
UA,1741,2025-08-15,-9.0,103,43
UA,2343,2025-08-08,-1.0,66,56
G7,4461,2025-08-06,9.0,106,29
OO,5493,2025-08-15,-6.0,70,29
UA,1297,2025-08-13,-1.0,57,43
UA,356,2025-08-13,-4.0,89,51
OO,5984,2025-08-11,-2.0,185,34
OO,5444,2025-08-03,-7.0,46,29
UA,1693,2025-08-13,203.0,40,46
OO,5269,2025-08-15,61.0,-34,29
OO,5534,2025-08-09,65.0,27,34
OO,5027,2025-08-01,-7.0,952,29
UA,2067,2025-08-02,-3.0,480,56
UA,2649,2025-08-10,4.0,162,64
UA,2677,2025-08-15,5.0,46,56
UA,293,2025-08-08,-4.0,65,60
UA,2497,2025-08-05,-1.0,80,51
UA,786,2025-08-13,-4.0,90,46
UA,1044,2025-08-05,-3.0,200,72
UA,920,2025-08-10,134.0,4365,145
UA,476,2025-08-11,-3.0,58,43
OO,5274,2025-08-04,-1.0,65,29
OO,5852,2025-08-07,-10.0,85,34
UA,1793,2025-08-13,-6.0,51,51
UA,695,2025-08-10,34.0,93,56
UA,2343,2025-08-10,69.0,72,56
UA,609,2025-08-08,-5.0,68,56
UA,276,2025-08-14,-1.0,72,62
UA,1491,2025-08-09,2.0,72,43
YX,3604,2025-08-03,14.0,45,34
UA,2483,2025-08-01,-3.0,73,56
UA,1823,2025-08-08,-3.0,873,62
OO,5250,2025-08-10,181.0,222,34
UA,1205,2025-08-15,-3.0,67,56
OO,4636,2025-08-05,-8.0,45,29
UA,2200,2025-08-07,49.0,63,51
UA,2683,2025-08-06,1.0,63,51
UA,769,2025-08-04,39.0,480,95
UA,2092,2025-08-13,-7.0,123,57
UA,1920,2025-08-12,15.0,67,56
UA,1381,2025-08-11,-5.0,63,46
UA,2387,2025-08-09,-5.0,504,56
UA,2672,2025-08-05,-10.0,74,43
YX,3493,2025-08-01,14.0,60,34
OO,5382,2025-08-06,-8.0,60,29
OO,5375,2025-08-08,-2.0,45,29
UA,1657,2025-08-01,-4.0,471,51
G7,4468,2025-08-14,-2.0,69,29
G7,4482,2025-08-14,35.0,-20,29
OO,4636,2025-08-13,24.0,60,29
UA,1304,2025-08-15,-4.0,121,56
G7,4426,2025-08-10,2.0,43,29
UA,1495,2025-08-11,-2.0,57,46
OO,5038,2025-08-01,2.0,1415,29
G7,4406,2025-08-03,-8.0,88,29
OO,5103,2025-08-08,5.0,188,29
OO,5314,2025-08-14,0.0,84,29
YX,3535,2025-08-04,-2.0,47,34
OO,5125,2025-08-09,116.0,43,29
OO,5094,2025-08-10,-6.0,80,29
OO,5037,2025-08-07,-5.0,41,29
UA,907,2025-08-04,13.0,390,155
UA,1477,2025-08-11,-3.0,468,56
UA,767,2025-08-03,17.0,77,70
UA,2195,2025-08-15,1.0,87,51
OO,5608,2025-08-05,-5.0,75,29
UA,247,2025-08-04,-1.0,69,46
UA,1857,2025-08-09,9.0,94,51
UA,1168,2025-08-01,9.0,72,62
UA,2232,2025-08-01,-7.0,72,56
UA,1006,2025-08-08,-7.0,80,51
UA,1740,2025-08-06,17.0,485,56
UA,1920,2025-08-05,1.0,57,56
UA,1909,2025-08-06,-7.0,79,46
UA,2487,2025-08-14,50.0,-34,56
G7,4173,2025-08-11,10.0,49,29
UA,2672,2025-08-04,-5.0,74,43
UA,2481,2025-08-05,-4.0,75,46
OO,5474,2025-08-10,112.0,105,29
OO,5437,2025-08-10,10.0,45,29
UA,1301,2025-08-08,3.0,65,43
UA,611,2025-08-14,-6.0,672,66
G7,4571,2025-08-08,-3.0,65,29
OO,5819,2025-08-03,-7.0,55,29
OO,5225,2025-08-15,171.0,-155,29
UA,2011,2025-08-05,3.0,67,60
G7,4529,2025-08-09,-9.0,62,29
G7,4479,2025-08-03,-1.0,40,29
YX,3568,2025-08-04,-4.0,68,42
OO,5289,2025-08-11,15.0,69,29
G7,4395,2025-08-01,-3.0,70,29
OO,5290,2025-08-09,1.0,130,34
OO,4739,2025-08-12,7.0,60,29
UA,1205,2025-08-09,31.0,67,56
UA,1421,2025-08-08,-7.0,501,62
UA,2629,2025-08-07,-1.0,77,56
UA,1946,2025-08-04,-7.0,67,51
OO,4645,2025-08-11,-2.0,104,29
YX,3542,2025-08-14,4.0,62,42
UA,2658,2025-08-11,-6.0,104,46
OO,5505,2025-08-07,54.0,145,29
UA,2483,2025-08-05,-4.0,73,56
UA,1778,2025-08-01,-2.0,69,43
G7,4504,2025-08-07,-11.0,53,29
UA,1335,2025-08-04,4.0,75,56
UA,1580,2025-08-11,-2.0,75,65
UA,219,2025-08-13,91.0,191,88
OO,5699,2025-08-15,12.0,63,34
OO,5729,2025-08-02,-8.0,104,29
OO,5790,2025-08-02,-1.0,90,29
UA,907,2025-08-09,137.0,185,155
UA,2652,2025-08-08,7.0,63,51
UA,2040,2025-08-03,19.0,77,56
UA,1660,2025-08-11,4.0,118,66
OO,5608,2025-08-14,42.0,-40,29
YX,3641,2025-08-08,-8.0,178,34
UA,2652,2025-08-14,3.0,149,51
UA,2243,2025-08-04,40.0,530,43
UA,2440,2025-08-07,4.0,226,62
OO,5505,2025-08-09,2.0,1254,29
UA,602,2025-08-09,69.0,70,56
OO,5852,2025-08-08,-9.0,51,34
YX,3641,2025-08-15,-2.0,178,34
UA,1909,2025-08-07,-5.0,166,56
UA,1421,2025-08-15,-5.0,95,68
OO,5517,2025-08-07,0.0,87,34
UA,1413,2025-08-10,-4.0,61,51
G7,4461,2025-08-05,-9.0,106,29
OO,5051,2025-08-07,9.0,58,29
G7,4426,2025-08-12,28.0,47,29
YX,3525,2025-08-08,8.0,53,42
G7,4425,2025-08-03,-2.0,45,29
UA,1492,2025-08-09,254.0,-106,56
OO,5020,2025-08-04,-8.0,40,29
OO,5521,2025-08-14,6.0,73,29
YX,3603,2025-08-10,-2.0,49,34
OO,5565,2025-08-11,-5.0,123,29
UA,938,2025-08-04,19.0,245,145
OO,5821,2025-08-06,-7.0,62,29
OO,5360,2025-08-10,105.0,55,29
OO,5320,2025-08-14,49.0,73,29
G7,4549,2025-08-12,35.0,45,29
G7,4533,2025-08-06,-14.0,70,29
G7,4476,2025-08-01,-1.0,40,29
OO,5435,2025-08-08,-6.0,45,34
UA,1899,2025-08-02,6.0,106,52
OO,5395,2025-08-06,12.0,58,34
YX,3663,2025-08-10,1.0,74,34
YX,3535,2025-08-11,-3.0,47,34
UA,1335,2025-08-05,-2.0,70,56
UA,1398,2025-08-10,21.0,84,51
UA,1620,2025-08-09,5.0,150,68
YX,3716,2025-08-14,3.0,47,34
UA,2100,2025-08-04,43.0,8,51
UA,533,2025-08-14,50.0,78,46
G7,4552,2025-08-14,-5.0,65,29
UA,2172,2025-08-15,36.0,77,51
UA,482,2025-08-07,3.0,63,57
UA,534,2025-08-05,-3.0,76,62
UA,617,2025-08-11,0.0,85,51
YX,3525,2025-08-01,67.0,53,42
UA,1414,2025-08-12,3.0,57,46
OO,4792,2025-08-05,2.0,67,34
G7,4574,2025-08-05,2.0,70,37
YX,3468,2025-08-02,7.0,47,34
UA,1082,2025-08-06,-6.0,58,46
UA,561,2025-08-05,-5.0,67,56
G7,4501,2025-08-11,-4.0,119,33
UA,2628,2025-08-03,6.0,74,43
OO,5577,2025-08-05,179.0,45,34
OO,5472,2025-08-09,59.0,-31,29
UA,1584,2025-08-13,-4.0,332,68
OO,5398,2025-08-13,-1.0,80,34
YX,3551,2025-08-14,-2.0,146,70
UA,1775,2025-08-09,19.0,67,56
OO,5383,2025-08-02,73.0,40,29
G7,4431,2025-08-06,-9.0,160,29
OO,5712,2025-08-14,2.0,50,34
OO,5131,2025-08-08,-5.0,55,29
UA,466,2025-08-12,-1.0,677,43
OO,5568,2025-08-12,-7.0,777,29
OO,5352,2025-08-01,6.0,75,29
OO,5874,2025-08-07,74.0,66,29
UA,1710,2025-08-08,1.0,104,60
UA,1069,2025-08-14,52.0,65,43
UA,2177,2025-08-14,9.0,45,43
YX,3707,2025-08-11,3.0,52,39
UA,1775,2025-08-05,-4.0,89,62
OO,5272,2025-08-13,123.0,-83,29
UA,468,2025-08-03,-2.0,383,56
UA,1030,2025-08-10,58.0,74,43
UA,1413,2025-08-07,-1.0,76,51
UA,2040,2025-08-13,-1.0,95,56
UA,275,2025-08-05,-4.0,64,46
OO,5392,2025-08-09,1.0,61,34
UA,466,2025-08-04,-7.0,677,43
UA,2195,2025-08-11,5.0,81,51
UA,2465,2025-08-03,-6.0,68,51
UA,2394,2025-08-06,118.0,358,66
UA,482,2025-08-14,-7.0,63,57
UA,1269,2025-08-14,-4.0,69,43
OO,5977,2025-08-04,-2.0,47,34
UA,970,2025-08-14,24.0,160,155
UA,580,2025-08-09,132.0,78,56
UA,2144,2025-08-09,-2.0,72,52
YX,3663,2025-08-01,103.0,87,34
G7,4390,2025-08-03,-4.0,115,29
UA,2254,2025-08-03,-10.0,535,62
UA,2618,2025-08-02,1.0,113,46
UA,929,2025-08-13,-1.0,195,145
G7,4502,2025-08-01,-3.0,58,29
UA,2337,2025-08-08,10.0,73,56
OO,5021,2025-08-07,1.0,120,29
UA,2465,2025-08-09,9.0,68,56
G7,4558,2025-08-09,-7.0,58,29
YX,3718,2025-08-12,-4.0,63,39
OO,4766,2025-08-01,-6.0,42,29
OO,4712,2025-08-07,20.0,60,34
G7,4452,2025-08-07,-6.0,62,29
UA,1068,2025-08-08,-3.0,1142,122
UA,1710,2025-08-04,80.0,2,56
UA,1347,2025-08-07,18.0,85,56
UA,2661,2025-08-04,104.0,-53,51
UA,1612,2025-08-09,57.0,113,119
OO,4778,2025-08-05,-7.0,53,29
UA,1082,2025-08-04,-9.0,57,46
UA,118,2025-08-04,-1.0,90,75
UA,739,2025-08-13,-1.0,64,46
UA,1677,2025-08-11,-3.0,67,51
G7,4501,2025-08-01,-2.0,49,29
OO,5435,2025-08-05,-5.0,59,34
UA,2329,2025-08-03,39.0,132,43
OO,5021,2025-08-11,0.0,124,29
G7,4552,2025-08-13,-10.0,74,29
UA,2071,2025-08-14,-9.0,82,62
G7,4549,2025-08-15,-6.0,63,29
UA,1659,2025-08-13,7.0,123,70
OO,5358,2025-08-02,62.0,-10,29
UA,2487,2025-08-09,53.0,148,51
UA,2039,2025-08-10,291.0,-222,62
OO,4636,2025-08-02,108.0,45,29
G7,4185,2025-08-01,-3.0,90,29
UA,2684,2025-08-02,-9.0,579,56
UA,2387,2025-08-08,-13.0,382,56
G7,4474,2025-08-09,-7.0,660,29
OO,5833,2025-08-09,0.0,86,34
UA,1778,2025-08-13,-1.0,48,51
UA,1270,2025-08-01,-7.0,78,70
OO,5447,2025-08-12,5.0,71,34
OO,5526,2025-08-05,-6.0,55,29
YX,3614,2025-08-14,4.0,60,34
G7,4468,2025-08-11,207.0,55,29
OO,5852,2025-08-06,-8.0,75,34
UA,1291,2025-08-13,17.0,85,56
YX,3468,2025-08-15,0.0,47,34
UA,2361,2025-08-07,-1.0,5189,66
UA,1941,2025-08-05,-8.0,71,43
UA,1996,2025-08-11,-3.0,180,68
UA,617,2025-08-03,-2.0,85,51
OO,5585,2025-08-14,-4.0,59,29
UA,587,2025-08-04,-6.0,61,65
UA,1834,2025-08-14,534.0,-223,51
OO,4712,2025-08-14,56.0,-19,34
G7,4436,2025-08-10,-6.0,65,29
UA,2487,2025-08-02,14.0,73,51
UA,2154,2025-08-15,24.0,123,119
UA,563,2025-08-07,-12.0,767,62
UA,1269,2025-08-10,60.0,64,43
YX,3603,2025-08-05,-8.0,55,34
UA,1335,2025-08-08,161.0,-125,56
UA,349,2025-08-11,-8.0,99,51
OO,5353,2025-08-09,-6.0,60,29
UA,1577,2025-08-09,100.0,80,66
UA,2100,2025-08-09,-5.0,68,51
UA,1347,2025-08-03,13.0,35,56
UA,1531,2025-08-08,9.0,90,43
OO,5843,2025-08-07,-7.0,75,34
UA,1801,2025-08-10,88.0,75,66
OO,5868,2025-08-10,55.0,68,42
YX,3409,2025-08-06,-1.0,50,42
UA,1502,2025-08-07,54.0,46,56
UA,1634,2025-08-12,203.0,77,56
UA,929,2025-08-04,24.0,195,145
G7,4585,2025-08-08,-5.0,62,29
OO,4792,2025-08-14,14.0,42,34
UA,1620,2025-08-06,-6.0,577,62
OO,5103,2025-08-15,-2.0,195,29
OO,5469,2025-08-06,-6.0,82,29
OO,4748,2025-08-12,228.0,857,29
G7,4519,2025-08-09,16.0,75,29
YX,3536,2025-08-08,-1.0,55,42
UA,1761,2025-08-04,38.0,67,43
OO,5414,2025-08-10,71.0,46,29
G7,4452,2025-08-06,-3.0,58,29
UA,422,2025-08-08,57.0,185,155
UA,2278,2025-08-08,111.0,80,62
UA,1967,2025-08-04,182.0,65,56
UA,944,2025-08-15,-3.0,505,155
OO,5140,2025-08-06,8.0,61,29
UA,1010,2025-08-06,-10.0,92,52
G7,4517,2025-08-04,-7.0,125,29
UA,2040,2025-08-02,34.0,95,56
OO,5643,2025-08-06,8.0,45,29
UA,416,2025-08-02,118.0,480,95
OO,4792,2025-08-13,-1.0,144,34
UA,2211,2025-08-02,3.0,114,119
OO,5045,2025-08-03,-2.0,42,29
OO,5821,2025-08-02,-6.0,1104,29
UA,2243,2025-08-01,34.0,639,46
G7,4585,2025-08-12,6.0,62,29
UA,2184,2025-08-02,17.0,184,43
UA,445,2025-08-10,54.0,68,56
OO,5821,2025-08-04,-6.0,62,29
OO,5601,2025-08-07,90.0,-27,29
OO,5219,2025-08-14,2.0,104,29
OO,5118,2025-08-07,13.0,40,29
OO,5988,2025-08-11,13.0,47,34
UA,416,2025-08-04,7.0,205,150
OO,5323,2025-08-09,47.0,130,34
UA,1252,2025-08-13,-8.0,745,43
OO,5593,2025-08-05,-6.0,52,34
UA,1617,2025-08-08,7.0,125,51
UA,920,2025-08-06,120.0,1840,145
G7,4529,2025-08-15,-10.0,50,29
OO,5280,2025-08-03,-5.0,80,34
UA,669,2025-08-11,-3.0,601,51
UA,1693,2025-08-04,3.0,58,43
OO,5234,2025-08-03,-3.0,45,29
UA,1677,2025-08-06,-5.0,73,56
UA,920,2025-08-02,9.0,1675,145
UA,1124,2025-08-02,3.0,78,56
UA,2099,2025-08-05,-4.0,67,56
UA,2481,2025-08-03,4.0,86,46
UA,695,2025-08-08,0.0,93,56
OO,5375,2025-08-03,-4.0,46,29
G7,4425,2025-08-13,-1.0,120,29
OO,5103,2025-08-04,-5.0,100,29
UA,1314,2025-08-06,-5.0,72,62
UA,1785,2025-08-01,24.0,211,56
UA,1347,2025-08-02,9.0,96,56
OO,4739,2025-08-08,-5.0,65,29
UA,1168,2025-08-11,72.0,72,62
UA,247,2025-08-03,-2.0,57,46
YX,3700,2025-08-15,-7.0,55,34
UA,1502,2025-08-15,0.0,62,56
UA,556,2025-08-04,-3.0,468,56
UA,2465,2025-08-15,6.0,68,56
UA,1974,2025-08-10,20.0,99,43
YX,3440,2025-08-07,-2.0,539,42
